id,med_num_br,pct_larg_house_occup,pct_rec_immig5,pct_born_same_state,pct_rec_immig10,pct_rec_immig8,pct_b_sor_more,med_fam_inc,pct_larg_house_fam,own_occ_med_val,violent_crimes_per_pop
601,0.0,0.18,0.08,0.55,0.07,0.07,0.49,0.38,0.17,0.13,0.04
602,0.0,0.11,0.02,0.8,0.02,0.02,0.14,0.25,0.12,0.18,0.15
603,0.0,0.12,0.24,0.11,0.28,0.24,0.25,0.32,0.17,0.21,0.34
604,1.0,0.21,0.39,0.27,0.41,0.42,1.0,1.0,0.19,0.77,0.04
605,0.5,0.53,0.2,0.64,0.22,0.22,0.15,0.25,0.64,0.13,0.85
606,0.0,0.15,0.2,0.78,0.15,0.17,0.31,0.23,0.19,0.13,0.12
607,0.5,0.36,0.05,0.54,0.08,0.08,0.28,0.62,0.33,0.41,0.03
608,0.5,0.15,0.3,0.47,0.29,0.29,0.51,0.56,0.14,0.76,0.16
609,0.5,0.18,0.02,0.68,0.05,0.05,0.56,0.62,0.16,0.45,0.09
610,0.0,0.13,0.0,0.72,0.0,0.01,0.17,0.2,0.13,0.07,0.38
611,0.0,0.45,0.59,0.51,0.72,0.69,0.28,0.27,0.6,0.29,1.0
612,0.0,0.18,0.37,0.7,0.29,0.34,0.42,0.49,0.2,0.42,0.21
613,0.0,0.04,0.08,0.1,0.09,0.1,0.23,0.21,0.04,0.07,0.54
614,0.0,1.0,1.0,0.29,1.0,1.0,0.04,0.14,1.0,0.43,0.36
615,0.0,0.09,0.1,0.7,0.08,0.09,0.35,0.29,0.1,0.37,0.18
616,0.5,0.15,0.03,0.95,0.03,0.03,0.15,0.19,0.18,0.05,0.05
617,0.0,0.43,0.67,0.38,0.6,0.62,0.28,0.35,0.49,0.43,0.26
618,0.5,0.19,0.08,0.49,0.08,0.07,0.4,0.44,0.19,0.19,0.11
619,0.5,0.19,0.08,0.71,0.09,0.07,0.35,0.5,0.17,0.15,0.08
620,0.5,0.3,0.09,0.73,0.1,0.1,0.31,0.25,0.35,0.05,0.52
621,0.0,0.28,0.27,0.75,0.26,0.25,0.24,0.32,0.32,0.28,0.2
622,0.5,0.23,0.1,0.48,0.11,0.12,0.27,0.31,0.24,0.11,0.06
623,0.0,0.1,0.12,0.41,0.11,0.12,0.24,0.38,0.13,0.21,0.12
624,0.5,0.23,0.02,0.82,0.01,0.02,0.21,0.35,0.2,0.12,0.07
625,0.5,0.19,0.01,0.4,0.03,0.03,0.74,0.75,0.18,0.49,0.08
626,0.5,0.13,0.01,0.82,0.01,0.01,0.16,0.24,0.13,0.06,0.1
627,0.0,0.03,0.09,0.05,0.08,0.09,0.56,0.44,0.02,0.3,0.26
628,0.5,0.06,0.12,0.45,0.15,0.15,0.98,0.83,0.09,1.0,0.12
629,0.0,0.77,1.0,0.46,1.0,1.0,0.22,0.3,0.79,0.56,0.53
630,0.5,0.24,0.01,0.67,0.0,0.01,0.24,0.2,0.26,0.07,0.28
631,0.5,0.19,0.02,0.81,0.02,0.03,0.28,0.2,0.23,0.05,0.2
632,1.0,0.18,0.06,0.34,0.09,0.09,0.88,0.85,0.14,0.36,0.01
633,0.5,0.18,0.1,0.73,0.09,0.1,0.27,0.26,0.19,0.06,0.43
634,0.0,0.56,0.62,0.58,0.63,0.61,0.3,0.21,0.65,0.16,0.59
635,0.5,0.35,0.21,0.6,0.24,0.23,0.31,0.34,0.38,0.19,0.4
636,0.5,0.39,0.43,0.44,0.37,0.42,0.3,0.34,0.39,0.14,0.09
637,0.0,0.47,0.35,0.42,0.4,0.47,0.16,0.05,0.53,0.06,0.22
638,0.5,0.46,0.09,0.68,0.07,0.08,0.4,0.34,0.47,0.13,0.07
639,0.0,0.7,0.71,0.52,0.7,0.63,0.24,0.2,0.77,0.19,0.23
640,0.0,0.12,0.02,0.71,0.02,0.03,0.22,0.23,0.14,0.06,0.24
641,0.5,0.22,0.04,0.68,0.05,0.06,0.8,0.76,0.19,0.36,0.0
642,0.0,0.17,0.04,0.16,0.05,0.05,0.4,0.5,0.17,0.33,0.09
643,0.0,0.0,0.41,0.47,0.28,0.36,0.94,0.32,0.0,0.19,0.24
644,0.0,0.02,0.22,0.37,0.18,0.2,0.91,0.75,0.05,1.0,0.22
645,0.5,0.33,0.04,0.64,0.04,0.05,0.38,0.39,0.33,0.12,0.13
646,0.5,0.17,0.06,0.36,0.06,0.06,0.28,0.26,0.19,0.13,0.22
647,0.0,0.13,0.13,0.45,0.14,0.15,0.31,0.36,0.16,0.25,0.23
648,0.0,0.19,0.94,0.32,0.87,0.92,0.66,0.52,0.29,0.96,0.17
649,0.5,0.2,0.03,0.63,0.04,0.04,0.14,0.26,0.21,0.08,0.29
650,0.5,0.12,0.02,0.8,0.02,0.02,0.44,0.35,0.15,0.1,0.09
651,0.5,0.09,0.13,0.64,0.09,0.12,0.47,0.26,0.1,0.11,0.15
652,0.5,0.2,0.06,0.71,0.08,0.06,0.23,0.22,0.22,0.13,0.06
653,0.0,0.1,0.47,0.49,0.48,0.5,0.54,0.61,0.14,1.0,0.11
654,1.0,0.19,0.38,0.35,0.4,0.44,1.0,1.0,0.16,1.0,0.04
655,0.5,0.28,0.06,0.77,0.05,0.04,0.37,0.26,0.34,0.1,0.74
656,0.5,0.13,0.12,0.56,0.1,0.12,0.76,0.77,0.12,0.6,0.02
657,0.5,0.1,0.04,0.71,0.04,0.05,0.61,0.52,0.09,0.18,0.01
658,0.5,0.15,0.01,0.81,0.02,0.02,0.21,0.26,0.16,0.13,0.3
659,0.0,0.2,0.03,0.78,0.02,0.02,0.21,0.17,0.22,0.02,0.27
660,0.0,0.09,0.03,0.82,0.03,0.03,0.23,0.25,0.1,0.09,0.26
661,0.0,0.22,0.27,0.55,0.21,0.24,0.17,0.19,0.27,0.14,0.51
662,0.5,0.1,0.08,0.67,0.07,0.09,0.53,0.54,0.09,0.21,0.03
663,0.0,0.19,0.31,0.21,0.26,0.29,0.6,0.39,0.26,0.2,0.23
664,0.5,0.43,0.25,0.63,0.28,0.29,0.34,0.46,0.46,0.33,0.28
665,0.5,1.0,0.02,0.76,0.02,0.02,0.52,0.47,1.0,0.19,0.05
666,0.0,0.14,0.08,0.8,0.08,0.07,0.18,0.19,0.15,0.06,0.42
667,0.0,0.03,0.1,0.0,0.11,0.11,0.62,0.66,0.03,0.68,0.22
668,0.0,0.16,0.02,0.77,0.02,0.02,0.18,0.22,0.18,0.03,0.18
669,0.0,0.17,0.16,0.38,0.15,0.18,0.38,0.31,0.19,0.14,0.12
670,0.5,0.13,0.16,0.41,0.18,0.2,0.98,1.0,0.11,1.0,0.04
671,0.5,0.25,0.08,0.4,0.09,0.09,0.45,0.44,0.24,0.18,0.11
672,0.0,0.19,0.56,0.19,0.64,0.63,0.3,0.27,0.23,0.2,0.48
673,0.5,0.17,0.17,0.52,0.16,0.15,0.53,0.63,0.17,0.53,0.11
674,0.5,0.19,0.01,0.72,0.01,0.01,0.08,0.24,0.18,0.09,0.1
675,0.0,0.21,0.09,0.31,0.08,0.08,0.29,0.17,0.29,0.07,0.81
676,1.0,0.18,0.11,0.56,0.12,0.14,1.0,1.0,0.15,0.81,0.1
677,0.0,0.18,0.09,0.72,0.07,0.08,0.43,0.18,0.26,0.09,0.15
678,0.5,0.14,0.11,0.67,0.12,0.12,0.52,0.53,0.14,0.41,0.07
679,0.5,0.18,0.04,0.68,0.06,0.06,0.18,0.16,0.2,0.03,0.06
680,0.5,0.18,0.09,0.44,0.1,0.1,0.29,0.26,0.18,0.18,0.35
681,0.5,0.49,0.11,0.87,0.25,0.21,0.16,0.23,0.51,0.08,0.11
682,0.5,0.43,0.27,0.56,0.29,0.32,0.28,0.37,0.4,0.34,0.16
683,0.0,0.17,0.04,0.58,0.08,0.08,0.2,0.36,0.18,0.25,0.03
684,0.0,0.18,0.11,0.67,0.08,0.08,0.67,0.42,0.26,0.17,0.31
685,0.0,0.22,0.75,0.35,0.75,0.76,0.6,0.58,0.27,0.92,0.1
686,0.0,0.12,0.15,0.53,0.11,0.13,0.33,0.28,0.13,0.11,0.05
687,0.5,0.08,0.0,0.76,0.03,0.02,0.25,0.39,0.07,0.15,0.05
688,0.0,0.37,0.41,0.57,0.42,0.4,0.33,0.45,0.4,0.56,0.19
689,0.5,0.1,0.01,0.87,0.03,0.02,0.23,0.38,0.09,0.15,0.22
690,0.5,0.16,0.1,0.76,0.1,0.09,0.17,0.4,0.15,0.31,0.14
691,0.0,0.5,0.02,0.87,0.03,0.02,0.18,0.12,0.55,0.03,0.29
692,0.0,0.07,0.66,0.18,0.64,0.67,0.73,0.48,0.1,0.21,0.23
693,1.0,0.19,0.26,0.27,0.25,0.26,0.98,1.0,0.17,1.0,0.01
694,0.5,0.33,0.2,0.27,0.22,0.22,0.42,0.4,0.33,0.19,0.09
695,0.0,0.14,0.04,0.77,0.03,0.04,0.12,0.18,0.16,0.04,0.2
696,0.5,0.16,0.09,0.24,0.09,0.1,0.43,0.29,0.18,0.17,0.21
697,0.5,0.37,0.01,0.78,0.01,0.01,0.08,0.32,0.41,0.11,0.07
698,0.0,0.71,0.77,0.48,0.72,0.75,0.15,0.27,0.75,0.35,0.32
699,0.0,0.21,0.41,0.47,0.46,0.43,0.31,0.42,0.26,0.8,0.53
700,0.0,0.13,0.21,0.61,0.2,0.21,0.2,0.43,0.14,0.36,0.16
701,0.0,0.14,0.02,0.85,0.03,0.03,0.18,0.25,0.16,0.19,0.24
702,0.0,0.93,0.53,0.71,0.5,0.47,0.3,0.1,0.92,0.05,0.2
703,0.0,0.12,0.08,0.59,0.11,0.08,0.41,0.5,0.13,0.4,0.08
704,0.0,0.07,0.1,0.72,0.1,0.1,0.61,0.43,0.09,0.21,0.1
705,0.5,0.3,0.05,0.88,0.06,0.05,0.37,0.56,0.31,0.43,0.17
706,0.0,0.17,0.1,0.73,0.17,0.15,0.34,0.2,0.26,0.11,0.31
707,0.5,0.19,0.11,0.46,0.11,0.1,0.38,0.41,0.2,0.18,0.13
708,0.0,0.37,0.57,0.45,0.64,0.61,0.25,0.41,0.41,0.62,0.21
709,1.0,0.36,0.06,0.46,0.11,0.09,0.77,1.0,0.3,1.0,0.04
710,0.5,0.37,0.26,0.63,0.25,0.26,0.18,0.23,0.38,0.14,0.28
711,0.5,0.1,0.07,0.83,0.06,0.06,0.38,0.44,0.1,0.21,0.13
712,0.5,0.25,0.02,0.86,0.03,0.03,0.6,0.69,0.24,0.53,0.04
713,0.0,0.05,0.07,0.06,0.12,0.11,0.44,0.58,0.05,0.5,0.07
714,0.0,0.83,0.73,0.5,0.75,0.73,0.16,0.36,0.84,0.35,0.48
715,0.5,0.18,0.19,0.82,0.17,0.18,0.33,0.46,0.17,0.45,0.06
716,0.5,0.29,0.02,0.85,0.02,0.02,0.28,0.18,0.33,0.08,0.37
717,0.5,0.34,0.05,0.58,0.06,0.05,0.19,0.32,0.36,0.17,0.37
718,0.5,0.17,0.0,0.78,0.02,0.03,0.24,0.23,0.2,0.08,0.28
719,0.0,0.55,0.73,0.33,0.77,0.73,0.19,0.31,0.68,0.26,0.51
720,0.0,0.19,0.25,0.48,0.17,0.21,0.84,0.41,0.11,0.19,0.01
721,0.0,0.11,0.07,0.47,0.07,0.08,0.28,0.15,0.14,0.08,0.24
722,0.5,0.18,0.38,0.59,0.35,0.36,0.23,0.46,0.17,0.48,0.05
723,0.5,0.22,0.19,0.56,0.16,0.17,0.44,0.58,0.22,0.57,0.13
724,0.0,0.16,0.0,0.9,0.01,0.0,0.13,0.24,0.16,0.06,0.09
725,0.0,0.35,0.82,0.39,0.78,0.79,0.44,0.46,0.47,0.69,0.19
726,0.5,0.36,0.0,0.96,0.0,0.0,0.09,0.11,0.4,0.04,1.0
727,0.0,0.11,0.2,0.37,0.14,0.16,0.66,0.24,0.15,0.12,0.12
728,0.0,0.19,0.25,0.83,0.17,0.2,0.38,0.24,0.19,0.07,0.1
729,0.5,0.11,0.03,0.94,0.02,0.02,0.21,0.39,0.1,0.17,0.06
730,0.0,0.27,0.31,0.66,0.23,0.27,0.21,0.23,0.32,0.26,0.18
731,0.5,1.0,0.02,0.79,0.02,0.02,0.3,0.21,1.0,0.11,0.1
732,0.5,0.27,0.1,0.55,0.08,0.09,0.17,0.3,0.28,0.2,0.1
733,0.0,0.13,0.88,0.41,0.65,0.77,0.8,0.56,0.18,0.45,0.04
734,0.0,0.21,0.64,0.13,0.7,0.68,0.18,0.16,0.29,0.12,0.69
735,0.0,0.34,0.38,0.82,0.3,0.35,0.2,0.13,0.37,0.04,0.25
736,0.5,0.44,0.05,0.55,0.06,0.07,0.41,0.31,0.49,0.11,0.14
737,0.0,0.1,0.11,0.46,0.1,0.11,0.3,0.24,0.13,0.14,0.32
738,0.0,0.07,0.05,0.69,0.03,0.04,0.28,0.24,0.08,0.08,0.3
739,0.5,0.15,0.01,0.76,0.02,0.02,0.21,0.35,0.14,0.06,0.06
740,0.5,0.12,0.07,0.71,0.05,0.06,0.33,0.23,0.12,0.1,0.24
741,0.0,0.14,0.09,0.61,0.06,0.07,0.42,0.21,0.18,0.07,0.05
742,0.5,0.11,0.01,0.8,0.05,0.03,0.3,0.39,0.12,0.15,0.15
743,0.5,0.06,0.06,0.83,0.08,0.08,0.38,0.45,0.05,0.18,0.04
744,0.5,0.24,0.49,0.41,0.45,0.46,0.43,0.55,0.27,0.49,0.11
745,0.5,0.19,0.03,0.48,0.08,0.03,0.23,0.33,0.17,0.12,0.11
746,0.5,0.27,0.22,0.4,0.19,0.19,0.43,0.44,0.28,0.18,0.29
747,0.5,0.3,0.07,0.55,0.09,0.09,0.48,0.69,0.28,0.48,0.03
748,0.5,0.19,0.0,0.83,0.02,0.01,0.33,0.43,0.17,0.35,0.04
749,0.0,0.19,0.18,0.27,0.19,0.19,0.36,0.25,0.26,0.14,0.95
750,0.0,0.06,0.49,0.54,0.35,0.43,0.72,0.26,0.09,0.12,0.11
751,0.0,0.3,0.07,0.4,0.09,0.08,0.18,0.21,0.35,0.1,0.59
752,0.5,0.21,0.03,0.7,0.03,0.04,0.67,0.72,0.18,0.48,0.02
753,0.5,0.16,0.06,0.81,0.06,0.05,0.5,0.27,0.17,0.14,0.05
754,0.0,0.06,0.36,0.19,0.29,0.33,0.97,0.48,0.08,0.29,0.09
755,0.0,0.11,0.03,0.76,0.02,0.03,0.3,0.24,0.13,0.06,0.05
756,0.5,0.19,0.13,0.66,0.1,0.11,0.89,0.82,0.18,0.69,0.06
757,0.0,0.27,0.11,0.77,0.1,0.11,0.41,0.25,0.32,0.09,0.27
758,0.0,0.26,0.08,0.71,0.1,0.08,0.27,0.21,0.29,0.07,0.21
759,0.5,0.67,0.64,0.48,0.55,0.6,0.29,0.42,0.73,0.35,0.65
760,0.0,0.34,0.36,0.41,0.35,0.36,0.17,0.17,0.39,0.06,0.07
761,0.5,0.14,0.02,0.87,0.03,0.01,0.23,0.26,0.16,0.04,0.05
762,0.0,0.5,0.41,0.43,0.35,0.38,0.1,0.14,0.57,0.19,0.26
763,0.5,0.32,0.05,0.53,0.04,0.04,0.32,0.15,0.33,0.1,0.6
764,0.5,0.15,0.04,0.74,0.05,0.05,0.34,0.38,0.13,0.14,0.06
765,0.5,0.2,0.12,0.7,0.12,0.13,0.38,0.61,0.19,0.55,0.02
766,0.5,0.11,0.05,0.51,0.05,0.06,0.51,0.35,0.11,0.09,0.21
767,0.5,0.1,0.02,0.74,0.01,0.02,0.29,0.44,0.1,0.16,0.04
768,0.0,0.08,0.19,0.26,0.22,0.2,0.59,0.52,0.11,0.28,0.26
769,0.0,0.2,0.42,0.77,0.42,0.42,0.31,0.42,0.26,0.41,0.37
770,0.5,0.09,0.02,0.73,0.01,0.02,0.29,0.39,0.09,0.13,0.08
771,0.0,0.1,0.22,0.18,0.25,0.22,0.33,0.41,0.1,0.2,0.13
772,0.5,0.08,0.14,0.55,0.2,0.17,0.58,0.73,0.07,1.0,0.08
773,0.5,0.2,0.06,0.75,0.05,0.05,0.25,0.45,0.19,0.32,0.05
774,0.5,0.15,0.24,0.41,0.23,0.22,1.0,1.0,0.14,1.0,0.05
775,0.5,0.12,0.04,0.75,0.07,0.07,0.53,0.48,0.11,0.26,0.05
776,0.0,0.15,0.08,0.0,0.07,0.08,0.14,0.21,0.16,0.21,0.33
777,0.5,0.19,0.06,0.35,0.08,0.08,0.56,0.47,0.2,0.13,0.1
778,0.5,0.15,0.04,0.37,0.03,0.03,0.23,0.25,0.15,0.1,0.08
779,0.5,0.09,0.04,0.84,0.04,0.04,0.43,0.43,0.08,0.18,0.17
780,0.5,0.21,0.17,0.55,0.15,0.19,0.75,0.98,0.17,0.92,0.02
781,0.0,0.15,0.05,0.6,0.04,0.05,0.46,0.36,0.15,0.21,0.21
782,0.5,0.17,0.14,0.56,0.15,0.16,0.92,0.97,0.15,0.85,0.02
783,0.5,0.21,0.1,0.68,0.14,0.15,0.31,0.57,0.2,0.4,0.06
784,0.5,0.82,0.93,0.44,0.8,0.85,0.13,0.05,0.84,0.06,0.07
785,0.0,0.3,0.38,0.74,0.32,0.33,0.35,0.44,0.35,0.41,0.31
786,0.5,0.21,0.1,0.4,0.08,0.09,0.18,0.21,0.19,0.09,0.34
787,0.5,0.22,0.07,0.62,0.05,0.05,0.24,0.15,0.23,0.09,0.61
788,0.5,0.36,0.03,0.87,0.01,0.02,0.27,0.12,0.41,0.05,0.25
789,0.0,0.22,0.09,0.68,0.12,0.11,0.21,0.35,0.26,0.32,0.23
790,0.5,0.18,0.04,0.65,0.03,0.04,0.3,0.37,0.16,0.09,0.05
791,0.5,0.2,0.1,0.28,0.12,0.12,0.56,0.43,0.18,0.2,0.34
792,0.5,0.13,0.01,0.86,0.01,0.01,0.23,0.21,0.14,0.06,0.11
793,0.5,0.19,0.0,0.84,0.01,0.0,0.18,0.41,0.19,0.18,0.11
794,0.5,0.22,0.25,0.67,0.29,0.29,0.31,0.54,0.22,0.4,0.17
795,0.5,0.8,0.24,0.64,0.34,0.26,0.16,0.08,0.8,0.05,0.12
796,0.0,0.57,0.01,0.96,0.03,0.02,0.15,0.11,0.57,0.03,0.28
797,0.0,0.11,0.0,0.9,0.0,0.0,0.21,0.15,0.12,0.05,0.03
798,0.5,0.46,0.4,0.55,0.41,0.4,0.2,0.46,0.45,0.37,0.49
799,0.0,0.86,0.68,0.48,0.73,0.75,0.19,0.28,0.91,0.41,0.5
800,0.5,0.1,0.03,0.69,0.07,0.05,0.45,0.58,0.1,0.48,0.09
801,0.0,0.16,0.23,0.61,0.21,0.23,0.48,0.54,0.16,0.44,0.08
802,0.5,0.2,0.12,0.17,0.16,0.11,0.33,0.43,0.18,0.19,0.1
803,0.5,0.14,0.0,0.73,0.03,0.01,0.32,0.44,0.13,0.17,0.06
804,0.0,0.19,0.2,0.6,0.17,0.2,0.67,0.37,0.24,0.15,0.26
805,0.5,0.24,0.08,0.71,0.06,0.06,0.28,0.32,0.26,0.09,0.01
806,0.5,0.17,0.01,0.77,0.03,0.02,0.18,0.31,0.16,0.05,0.06
807,0.5,0.1,0.08,0.21,0.07,0.07,0.71,0.5,0.12,0.34,0.36
808,0.0,0.17,0.39,0.65,0.38,0.39,0.19,0.29,0.2,0.26,0.19
809,0.5,0.46,0.05,0.73,0.05,0.05,0.32,0.29,0.53,0.15,0.11
810,0.5,0.13,0.24,0.53,0.2,0.22,0.76,0.69,0.13,0.53,0.09
811,0.5,0.24,0.06,0.64,0.06,0.05,0.22,0.42,0.25,0.24,0.17
812,0.5,0.24,0.47,0.49,0.45,0.49,0.42,0.49,0.26,0.51,0.22
813,0.5,0.24,0.06,0.54,0.06,0.07,0.56,0.61,0.22,0.17,0.08
814,0.5,0.24,0.03,0.46,0.03,0.03,0.7,0.8,0.2,0.52,0.01
815,0.0,0.18,0.23,0.75,0.25,0.25,0.25,0.4,0.21,0.43,0.2
816,0.5,0.34,0.06,0.7,0.06,0.07,0.18,0.39,0.32,0.27,0.04
817,0.5,0.25,0.03,0.85,0.04,0.03,0.35,0.46,0.25,0.36,0.37
818,0.5,0.13,0.09,0.68,0.12,0.13,0.4,0.54,0.13,0.42,0.03
819,0.0,0.19,0.12,0.53,0.09,0.12,0.3,0.23,0.24,0.05,0.07
820,0.5,0.42,0.2,0.81,0.26,0.26,0.16,0.22,0.44,0.06,0.51
821,0.5,0.55,0.62,0.43,0.63,0.63,0.48,0.62,0.55,0.69,0.14
822,0.0,0.27,0.03,0.86,0.02,0.03,0.23,0.18,0.32,0.07,0.34
823,0.0,0.16,0.04,0.67,0.04,0.03,0.16,0.2,0.17,0.03,0.33
824,1.0,0.34,0.4,0.46,0.35,0.4,0.94,1.0,0.29,1.0,0.03
825,0.0,0.04,0.12,0.68,0.1,0.12,0.69,0.42,0.05,0.19,0.15
826,0.0,0.83,0.5,0.62,0.74,0.53,0.04,0.17,0.84,0.04,0.13
827,0.5,0.19,0.1,0.3,0.12,0.13,0.28,0.2,0.17,0.12,0.22
828,0.0,0.19,0.05,0.91,0.1,0.1,0.24,0.22,0.23,0.09,0.31
829,0.0,0.17,0.01,0.81,0.01,0.01,0.18,0.2,0.19,0.06,0.16
830,0.5,0.2,0.01,0.57,0.02,0.01,0.22,0.21,0.22,0.08,0.62
831,0.0,0.38,0.38,0.53,0.34,0.34,0.2,0.17,0.59,0.23,0.85
832,0.0,0.38,0.03,0.93,0.02,0.02,0.12,0.19,0.42,0.1,0.55
833,0.0,0.37,0.21,0.45,0.15,0.18,0.19,0.17,0.41,0.06,0.13
834,0.0,0.11,0.61,0.15,0.57,0.6,0.27,0.28,0.16,0.19,0.66
835,0.5,0.26,0.1,0.86,0.07,0.08,0.29,0.39,0.27,0.21,0.06
836,0.5,0.2,0.02,0.78,0.02,0.02,0.35,0.48,0.18,0.19,0.03
837,0.0,0.31,0.38,0.36,0.34,0.37,0.54,0.33,0.49,0.29,1.0
838,0.5,0.12,0.08,0.65,0.07,0.07,0.51,0.6,0.13,0.41,0.06
839,0.5,0.21,0.05,0.8,0.06,0.07,0.22,0.18,0.24,0.08,0.51
840,0.5,0.11,0.06,0.73,0.05,0.05,0.31,0.24,0.11,0.1,0.19
841,0.0,0.26,0.1,0.3,0.11,0.11,0.49,0.59,0.29,0.26,0.05
842,0.5,0.34,0.08,0.79,0.09,0.08,0.38,0.6,0.33,0.41,0.01
843,0.5,0.17,0.08,0.61,0.08,0.08,0.7,0.74,0.15,0.53,0.01
844,0.0,0.06,1.0,0.4,0.94,1.0,0.91,0.39,0.07,0.65,0.25
845,0.5,0.22,0.04,0.91,0.04,0.05,0.2,0.21,0.26,0.09,0.12
846,0.5,0.17,0.02,0.55,0.02,0.02,0.22,0.33,0.15,0.1,0.06
847,0.0,0.15,0.11,0.77,0.09,0.09,0.24,0.16,0.19,0.02,0.13
848,0.5,0.13,0.01,0.97,0.02,0.02,0.25,0.33,0.16,0.08,0.1
849,0.0,0.13,0.06,0.82,0.04,0.05,0.2,0.19,0.16,0.04,0.06
850,0.5,0.78,0.37,0.55,0.39,0.39,0.14,0.36,0.77,0.3,0.57
851,0.0,0.08,0.14,0.59,0.09,0.11,0.48,0.16,0.14,0.09,0.08
852,0.5,0.13,0.01,0.82,0.01,0.01,0.3,0.21,0.16,0.07,0.49
853,0.5,0.87,0.84,0.49,0.74,0.75,0.14,0.31,0.89,0.33,0.54
854,0.5,0.16,0.1,0.48,0.1,0.1,0.84,0.72,0.14,0.35,0.05
855,0.0,0.12,0.02,0.82,0.02,0.02,0.2,0.25,0.14,0.05,0.03
856,0.5,0.21,0.18,0.42,0.21,0.18,0.77,0.88,0.19,0.71,0.08
857,0.5,0.36,0.11,0.47,0.14,0.14,0.23,0.17,0.38,0.05,0.34
858,0.5,0.16,0.04,0.8,0.04,0.04,0.14,0.19,0.2,0.06,0.3
859,0.5,0.11,0.13,0.43,0.13,0.13,0.86,0.96,0.09,0.68,0.02
860,0.5,0.3,0.42,0.4,0.48,0.46,0.38,0.55,0.3,0.47,0.06
861,0.5,0.25,0.25,0.38,0.3,0.3,0.64,0.75,0.22,0.69,0.09
862,0.5,0.29,0.05,0.26,0.08,0.07,0.26,0.36,0.29,0.18,0.17
863,0.5,0.22,0.32,0.63,0.31,0.31,0.18,0.42,0.24,0.38,0.22
864,0.5,0.21,0.09,0.76,0.12,0.1,0.36,0.45,0.2,0.25,0.19
865,0.0,0.43,0.92,0.37,0.97,0.94,0.24,0.32,0.55,0.6,1.0
866,0.5,0.18,0.02,0.78,0.02,0.02,0.17,0.27,0.18,0.11,0.38
867,0.5,0.18,0.0,0.9,0.02,0.02,0.34,0.48,0.16,0.21,0.03
868,0.5,0.17,0.03,0.82,0.03,0.03,0.24,0.34,0.18,0.09,0.08
869,0.5,0.21,0.03,0.79,0.05,0.05,0.42,0.58,0.19,0.49,0.03
870,0.5,0.12,0.0,0.93,0.01,0.0,0.13,0.29,0.1,0.08,0.22
871,0.5,0.16,0.07,0.74,0.06,0.06,0.49,0.45,0.15,0.17,0.04
872,0.5,0.23,0.02,0.82,0.02,0.02,0.14,0.17,0.28,0.03,0.51
873,0.5,0.11,0.01,0.85,0.02,0.02,0.28,0.38,0.1,0.13,0.06
874,0.5,0.11,0.05,0.77,0.08,0.06,0.11,0.3,0.12,0.14,0.04
875,0.0,0.12,0.3,0.28,0.25,0.27,0.13,0.18,0.15,0.19,0.38
876,0.5,0.28,0.01,0.87,0.02,0.01,0.22,0.16,0.32,0.06,0.63
877,0.5,0.31,0.17,0.53,0.16,0.19,0.43,0.52,0.3,0.33,0.13
878,0.5,0.15,0.17,0.65,0.16,0.15,0.25,0.51,0.15,0.36,0.06
879,0.5,0.16,0.02,0.75,0.01,0.02,0.28,0.4,0.15,0.08,0.14
880,0.5,0.28,0.09,0.8,0.09,0.09,0.61,0.6,0.28,0.37,0.03
881,0.0,0.2,0.04,0.69,0.03,0.03,0.11,0.21,0.23,0.08,0.2
882,0.0,0.38,0.09,0.81,0.1,0.1,0.35,0.12,0.48,0.13,0.84
883,0.5,0.65,0.63,0.48,0.72,0.71,0.32,0.47,0.64,0.54,0.26
884,0.5,0.22,0.17,0.4,0.18,0.14,0.45,0.33,0.23,0.17,0.15
885,0.0,0.16,0.64,0.61,0.6,0.64,0.17,0.35,0.19,0.44,0.12
886,0.5,0.66,0.81,0.44,0.9,0.86,0.4,0.54,0.71,0.7,0.27
887,0.5,0.33,0.04,0.79,0.03,0.04,0.36,0.25,0.38,0.1,0.69
888,0.5,0.19,0.02,0.82,0.02,0.02,0.21,0.28,0.19,0.08,0.04
889,0.0,0.82,0.67,0.56,0.72,0.71,0.12,0.14,0.86,0.13,0.51
890,0.5,0.22,0.17,0.49,0.17,0.17,0.31,0.38,0.22,0.38,0.05
891,0.0,0.26,0.3,0.72,0.32,0.31,0.26,0.46,0.28,0.41,0.2
892,0.5,0.23,0.08,0.88,0.06,0.07,0.34,0.51,0.27,0.39,0.18
893,0.5,0.07,0.02,0.8,0.01,0.01,0.25,0.26,0.07,0.05,0.45
894,0.5,0.14,0.07,0.85,0.04,0.05,0.28,0.24,0.16,0.07,0.01
895,0.5,0.22,0.03,0.76,0.02,0.02,0.21,0.41,0.2,0.31,0.03
896,0.0,0.25,0.72,0.41,0.78,0.77,0.49,0.52,0.32,0.73,0.2
897,0.5,0.25,0.01,0.86,0.0,0.0,0.24,0.07,0.28,0.05,0.31
898,0.0,1.0,1.0,0.42,1.0,1.0,0.06,0.27,1.0,0.39,0.47
899,0.0,0.13,0.83,0.2,0.9,0.88,0.77,1.0,0.19,1.0,0.45
900,0.5,0.19,0.13,0.56,0.15,0.13,0.38,0.47,0.19,0.4,0.22
901,0.5,0.31,0.08,0.64,0.11,0.09,0.31,0.41,0.27,0.16,0.27
902,0.0,0.12,0.02,0.61,0.05,0.04,0.38,0.1,0.14,0.04,0.15
