id,pct_illeg,pct_kids2_par,num_illeg,pct_w_inv_inc,black_per_cap,race_pct_white,racepctblack,own_occ_low_quart,hisp_per_cap,violent_crimes_per_pop
660,0.36,0.44,0.01,0.4,0.18,0.78,0.26,0.09,0.11,0.26
661,0.4,0.38,0.01,0.32,0.2,0.7,0.1,0.15,0.3,0.51
662,0.03,0.89,0.0,0.8,0.24,0.97,0.01,0.23,0.22,0.03
663,0.22,0.64,0.05,0.49,0.28,0.8,0.06,0.21,0.38,0.23
664,0.68,0.51,0.02,0.48,0.28,0.6,0.36,0.34,0.31,0.28
665,0.01,0.96,0.0,0.64,0.0,0.98,0.0,0.21,0.35,0.05
666,0.55,0.27,0.02,0.27,0.19,0.52,0.58,0.06,0.32,0.42
667,0.07,0.55,0.0,0.85,0.32,0.91,0.11,0.49,0.4,0.22
668,0.38,0.41,0.05,0.39,0.26,0.77,0.28,0.04,0.22,0.18
669,0.16,0.67,0.01,0.54,0.34,0.83,0.06,0.16,0.35,0.12
670,0.01,0.94,0.0,1.0,0.24,0.84,0.01,1.0,0.84,0.04
671,0.09,0.82,0.0,0.53,0.49,0.92,0.01,0.21,0.38,0.11
672,0.58,0.37,0.06,0.44,0.27,0.37,0.75,0.2,0.41,0.48
673,0.15,0.71,0.01,0.58,0.48,0.76,0.1,0.5,0.53,0.11
674,0.12,0.6,0.0,0.28,0.41,0.99,0.02,0.1,0.32,0.1
675,0.51,0.24,0.02,0.46,0.15,0.64,0.43,0.08,0.26,0.81
676,0.04,0.96,0.0,0.91,0.67,0.94,0.02,0.74,0.43,0.1
677,0.65,0.3,0.02,0.35,0.15,0.5,0.62,0.09,0.17,0.15
678,0.11,0.79,0.01,0.71,0.42,0.84,0.17,0.43,0.43,0.07
679,0.04,0.66,0.0,0.45,0.28,0.93,0.04,0.03,0.2,0.06
680,0.52,0.51,0.17,0.35,0.21,0.43,0.65,0.19,0.34,0.35
681,0.26,0.55,0.01,0.28,0.14,0.5,0.35,0.07,0.23,0.11
682,0.17,0.72,0.0,0.35,0.18,0.72,0.03,0.34,0.32,0.16
683,0.2,0.62,0.0,0.48,0.28,0.97,0.01,0.26,0.79,0.03
684,0.22,0.67,0.0,0.64,0.44,0.74,0.3,0.17,0.72,0.31
685,0.19,0.64,0.04,0.65,0.47,0.57,0.07,0.87,0.49,0.1
686,0.16,0.58,0.01,0.46,0.28,0.89,0.08,0.11,0.51,0.05
687,0.05,0.73,0.0,0.48,0.4,0.98,0.01,0.16,0.56,0.05
688,0.28,0.55,0.04,0.46,0.4,0.6,0.02,0.55,0.42,0.19
689,0.09,0.72,0.0,0.62,0.32,0.83,0.18,0.16,0.45,0.22
690,0.12,0.83,0.0,0.5,0.46,0.99,0.0,0.32,0.5,0.14
691,0.19,0.49,0.01,0.2,0.17,0.54,0.07,0.04,0.19,0.29
692,0.19,0.56,0.01,0.55,0.48,0.55,0.38,0.18,0.46,0.23
693,0.03,0.95,0.0,0.92,0.36,0.96,0.01,1.0,1.0,0.01
694,0.16,0.71,0.03,0.39,0.34,0.78,0.05,0.21,0.29,0.09
695,0.32,0.42,0.01,0.25,0.18,0.71,0.36,0.04,0.46,0.2
696,0.19,0.65,0.1,0.52,0.26,0.78,0.14,0.17,0.31,0.21
697,0.3,0.49,0.01,0.38,0.11,0.99,0.0,0.11,0.41,0.07
698,0.29,0.54,0.04,0.37,0.27,0.41,0.04,0.35,0.25,0.32
699,0.29,0.53,0.01,0.45,0.17,0.69,0.06,0.77,0.39,0.53
700,0.26,0.56,0.03,0.53,0.33,0.8,0.16,0.4,0.41,0.16
701,0.22,0.48,0.01,0.43,0.18,0.97,0.03,0.19,0.38,0.24
702,0.28,0.49,0.02,0.19,0.14,0.61,0.01,0.05,0.21,0.2
703,0.21,0.66,0.01,0.64,0.37,0.93,0.04,0.42,0.4,0.08
704,0.15,0.76,0.0,0.63,0.23,0.9,0.09,0.22,0.18,0.1
705,0.09,0.79,0.01,0.58,0.38,0.97,0.01,0.45,0.48,0.17
706,0.53,0.45,0.02,0.34,0.15,0.46,0.52,0.08,0.16,0.31
707,0.14,0.71,0.02,0.5,0.39,0.86,0.02,0.2,0.39,0.13
708,0.29,0.55,0.05,0.42,0.31,0.58,0.07,0.59,0.43,0.21
709,0.03,0.98,0.0,0.86,0.79,0.82,0.01,0.91,1.0,0.04
710,0.35,0.49,0.03,0.3,0.18,0.61,0.1,0.15,0.26,0.28
711,0.04,0.8,0.0,0.74,0.33,0.96,0.02,0.21,0.84,0.13
712,0.04,0.9,0.0,0.76,0.27,0.98,0.0,0.57,0.32,0.04
713,0.01,0.88,0.0,0.78,0.29,0.99,0.0,0.43,0.52,0.07
714,0.43,0.59,0.11,0.25,0.32,0.46,0.14,0.35,0.29,0.48
715,0.19,0.76,0.02,0.49,0.26,0.96,0.02,0.5,0.33,0.06
716,0.48,0.38,0.08,0.3,0.17,0.35,0.81,0.07,0.58,0.37
717,0.5,0.44,0.06,0.35,0.29,0.59,0.22,0.18,0.27,0.37
718,0.63,0.31,0.03,0.39,0.21,0.43,0.72,0.08,0.16,0.28
719,0.4,0.57,0.03,0.34,0.23,0.61,0.04,0.25,0.25,0.51
720,0.34,0.6,0.0,0.65,0.13,0.95,0.01,0.18,0.35,0.01
721,0.13,0.43,0.01,0.44,0.15,0.88,0.02,0.09,0.23,0.24
722,0.06,0.76,0.0,0.64,0.4,0.91,0.02,0.53,0.44,0.05
723,0.12,0.72,0.01,0.58,0.35,0.84,0.03,0.59,0.42,0.13
724,0.08,0.62,0.0,0.36,0.0,1.0,0.0,0.08,0.21,0.09
725,0.25,0.56,0.04,0.46,0.46,0.76,0.03,0.7,0.31,0.19
726,0.87,0.14,0.08,0.14,0.16,0.1,1.0,0.05,0.22,1.0
727,0.25,0.68,0.01,0.55,0.11,0.9,0.02,0.13,0.34,0.12
728,0.14,0.68,0.01,0.64,0.11,0.94,0.01,0.09,0.19,0.1
729,0.04,0.77,0.0,0.72,0.04,0.98,0.01,0.17,0.22,0.06
730,0.2,0.41,0.01,0.4,0.18,0.82,0.02,0.25,0.19,0.18
731,0.05,0.88,0.0,0.43,0.01,0.98,0.0,0.12,0.27,0.1
732,0.36,0.64,0.01,0.46,0.21,0.77,0.26,0.19,0.18,0.1
733,0.18,0.75,0.0,0.67,0.39,0.77,0.17,0.46,0.47,0.04
734,0.47,0.39,0.03,0.43,0.16,0.71,0.29,0.13,0.28,0.69
735,0.37,0.42,0.01,0.32,0.14,0.49,0.47,0.04,0.17,0.25
736,0.08,0.78,0.01,0.51,0.3,0.93,0.01,0.11,0.22,0.14
737,0.18,0.5,0.01,0.46,0.29,0.91,0.02,0.16,0.33,0.32
738,0.17,0.54,0.0,0.44,0.3,0.9,0.11,0.09,0.34,0.3
739,0.03,0.76,0.0,0.51,0.07,0.96,0.01,0.07,0.38,0.06
740,0.13,0.62,0.01,0.34,0.16,0.86,0.15,0.09,0.19,0.24
741,0.12,0.7,0.0,0.58,0.05,0.95,0.03,0.07,0.16,0.05
742,0.12,0.74,0.0,0.62,0.3,0.95,0.03,0.18,0.44,0.15
743,0.08,0.75,0.0,0.77,0.07,0.89,0.11,0.19,0.34,0.04
744,0.24,0.69,0.03,0.58,0.34,0.8,0.13,0.5,0.38,0.11
745,0.09,0.7,0.0,0.51,0.33,0.83,0.07,0.11,0.3,0.11
746,0.13,0.71,0.01,0.54,0.29,0.82,0.06,0.2,0.32,0.29
747,0.06,0.9,0.01,0.66,0.34,0.93,0.04,0.47,0.73,0.03
748,0.06,0.79,0.0,0.64,0.31,0.99,0.0,0.36,0.51,0.04
749,0.74,0.25,0.22,0.34,0.19,0.52,0.52,0.16,0.34,0.95
750,0.13,0.71,0.01,0.46,0.17,0.81,0.07,0.11,0.26,0.11
751,0.62,0.33,0.05,0.28,0.16,0.53,0.56,0.11,0.24,0.59
752,0.02,0.92,0.0,0.78,0.59,0.97,0.02,0.53,0.21,0.02
753,0.2,0.55,0.0,0.59,0.25,0.94,0.04,0.14,0.27,0.05
754,0.15,0.63,0.02,0.7,0.28,0.89,0.02,0.28,0.31,0.09
755,0.09,0.71,0.0,0.6,0.03,0.98,0.01,0.07,0.56,0.05
756,0.03,0.9,0.0,0.87,0.62,0.96,0.01,0.71,0.46,0.06
757,0.24,0.59,0.09,0.39,0.17,0.66,0.17,0.08,0.21,0.27
758,0.15,0.61,0.03,0.41,0.18,0.68,0.09,0.06,0.24,0.21
759,1.0,0.21,0.09,0.32,0.35,0.0,1.0,0.33,0.33,0.65
760,0.25,0.52,0.01,0.3,0.15,0.81,0.02,0.07,0.15,0.07
761,0.06,0.72,0.0,0.58,0.01,0.99,0.0,0.04,0.0,0.05
762,0.32,0.5,0.01,0.34,0.17,0.62,0.02,0.2,0.21,0.26
763,0.54,0.48,0.05,0.31,0.17,0.39,0.75,0.09,0.42,0.6
764,0.1,0.77,0.0,0.52,0.87,0.98,0.01,0.16,0.42,0.06
765,0.07,0.85,0.01,0.69,0.62,0.96,0.02,0.56,0.59,0.02
766,0.12,0.72,0.01,0.63,0.18,0.83,0.06,0.07,0.33,0.21
767,0.04,0.81,0.0,0.6,0.38,0.97,0.03,0.18,0.41,0.04
768,0.46,0.61,0.01,0.56,0.49,0.69,0.27,0.31,0.52,0.26
769,0.28,0.62,0.03,0.48,0.36,0.84,0.08,0.44,0.45,0.37
770,0.05,0.76,0.0,0.53,0.44,0.99,0.01,0.14,0.32,0.08
771,0.15,0.76,0.02,0.6,0.34,0.87,0.1,0.22,0.52,0.13
772,0.05,0.8,0.0,0.76,0.71,0.87,0.02,1.0,0.74,0.08
773,0.08,0.83,0.01,0.56,0.25,0.97,0.01,0.32,0.49,0.05
774,0.04,0.95,0.0,0.96,0.45,0.91,0.02,0.89,1.0,0.05
775,0.06,0.88,0.0,0.79,0.29,0.95,0.02,0.25,0.35,0.05
776,0.08,0.49,0.0,0.36,0.24,0.93,0.01,0.21,0.32,0.33
777,0.13,0.72,0.01,0.66,0.43,0.9,0.03,0.13,0.38,0.1
778,0.07,0.72,0.0,0.48,0.0,0.97,0.0,0.1,0.34,0.08
779,0.08,0.77,0.01,0.66,0.39,0.89,0.11,0.19,0.38,0.17
780,0.03,0.97,0.0,0.88,0.63,0.95,0.01,0.84,0.59,0.02
781,0.38,0.61,0.01,0.42,0.21,0.71,0.35,0.18,0.59,0.21
782,0.03,0.87,0.0,0.9,0.15,0.91,0.05,0.78,0.16,0.02
783,0.09,0.81,0.0,0.64,0.46,0.93,0.03,0.43,0.49,0.06
784,0.41,0.37,0.02,0.22,0.04,0.57,0.02,0.06,0.18,0.07
785,0.59,0.43,0.02,0.45,0.32,0.59,0.41,0.44,0.36,0.31
786,0.24,0.71,0.01,0.34,0.18,0.69,0.33,0.1,0.28,0.34
787,0.75,0.34,0.06,0.23,0.2,0.24,0.92,0.09,0.4,0.61
788,1.0,0.09,0.04,0.2,0.13,0.18,1.0,0.06,0.22,0.25
789,0.54,0.42,0.13,0.45,0.25,0.69,0.25,0.33,0.28,0.23
790,0.07,0.8,0.0,0.52,0.14,0.91,0.01,0.11,0.44,0.05
791,0.25,0.76,0.0,0.48,0.22,0.76,0.24,0.23,0.33,0.34
792,0.22,0.54,0.03,0.36,0.17,0.9,0.13,0.07,0.2,0.11
793,0.26,0.79,0.01,0.54,0.09,0.97,0.02,0.21,0.54,0.11
794,0.09,0.77,0.02,0.61,0.36,0.8,0.13,0.43,0.58,0.17
795,0.29,0.57,0.02,0.22,0.2,0.47,0.03,0.04,0.2,0.12
796,0.14,0.6,0.01,0.19,0.12,0.68,0.02,0.03,0.22,0.28
797,0.17,0.55,0.01,0.41,0.16,0.94,0.07,0.05,0.54,0.03
798,0.29,0.71,0.04,0.32,0.39,0.63,0.12,0.41,0.35,0.49
799,0.4,0.54,0.09,0.3,0.3,0.31,0.06,0.42,0.24,0.5
800,0.06,0.8,0.0,0.78,0.36,0.97,0.02,0.5,0.59,0.09
801,0.09,0.85,0.0,0.6,0.45,0.91,0.06,0.45,0.52,0.08
802,0.09,0.83,0.0,0.51,0.27,0.85,0.14,0.21,0.46,0.1
803,0.05,0.84,0.0,0.58,0.0,0.98,0.01,0.18,0.4,0.06
804,0.63,0.38,0.05,0.56,0.3,0.22,0.94,0.12,0.46,0.26
805,0.21,0.69,0.01,0.48,0.26,0.95,0.02,0.09,0.39,0.01
806,0.03,0.74,0.0,0.52,0.27,0.92,0.07,0.06,0.31,0.06
807,0.35,0.51,0.02,0.67,0.19,0.78,0.26,0.27,0.48,0.36
808,0.29,0.54,0.04,0.41,0.22,0.84,0.07,0.28,0.3,0.19
809,0.08,0.73,0.01,0.44,0.3,0.94,0.01,0.16,0.33,0.11
810,0.08,0.83,0.01,0.83,0.38,0.91,0.04,0.54,0.55,0.09
811,0.18,0.68,0.01,0.38,0.33,0.8,0.18,0.24,0.48,0.17
812,0.13,0.65,0.03,0.52,0.39,0.76,0.05,0.51,0.44,0.22
813,0.04,0.84,0.0,0.63,0.44,0.91,0.05,0.17,0.56,0.08
814,0.01,0.98,0.0,0.81,0.57,0.98,0.0,0.49,0.87,0.01
815,0.2,0.62,0.03,0.53,0.21,0.86,0.09,0.4,0.41,0.2
816,0.15,0.81,0.0,0.48,0.31,0.96,0.03,0.3,0.43,0.04
817,0.17,0.73,0.02,0.47,0.32,0.95,0.04,0.39,0.38,0.37
818,0.07,0.8,0.0,0.74,0.52,0.95,0.03,0.44,0.6,0.03
819,0.2,0.65,0.01,0.47,0.18,0.93,0.01,0.06,0.3,0.07
820,0.17,0.59,0.0,0.35,0.19,0.56,0.09,0.06,0.22,0.51
821,0.28,0.67,0.02,0.56,0.37,0.64,0.04,0.66,0.35,0.14
822,0.85,0.15,0.21,0.27,0.19,0.19,1.0,0.07,0.41,0.34
823,0.1,0.54,0.01,0.31,0.19,0.81,0.19,0.03,0.39,0.33
824,0.05,0.96,0.0,0.96,0.43,0.69,0.01,1.0,1.0,0.03
825,0.15,0.68,0.01,0.58,0.29,0.85,0.16,0.2,0.63,0.15
826,0.17,0.61,0.01,0.16,0.07,0.48,0.05,0.05,0.23,0.13
827,0.25,0.62,0.01,0.33,0.21,0.51,0.52,0.13,0.26,0.22
828,0.45,0.49,0.01,0.46,0.15,0.58,0.46,0.09,0.19,0.31
829,0.53,0.32,0.07,0.32,0.19,0.43,0.71,0.06,0.48,0.16
830,0.2,0.52,0.01,0.27,0.16,0.6,0.48,0.08,0.32,0.62
831,1.0,0.0,0.06,0.25,0.22,0.01,1.0,0.23,0.26,0.85
832,0.84,0.15,0.02,0.23,0.17,0.3,0.89,0.1,0.11,0.55
833,0.13,0.62,0.01,0.38,0.44,0.78,0.01,0.08,0.21,0.13
834,0.51,0.43,0.02,0.4,0.23,0.75,0.25,0.2,0.33,0.66
835,0.08,0.86,0.0,0.66,0.36,0.95,0.03,0.23,0.47,0.06
836,0.03,0.86,0.0,0.65,0.62,0.98,0.01,0.19,0.36,0.03
837,1.0,0.0,1.0,0.37,0.32,0.0,1.0,0.25,0.45,1.0
838,0.04,0.79,0.0,0.71,0.52,0.94,0.05,0.42,0.45,0.06
839,0.56,0.28,0.02,0.3,0.17,0.44,0.68,0.08,0.24,0.51
840,0.19,0.57,0.01,0.44,0.16,0.85,0.15,0.09,0.4,0.19
841,0.22,0.64,0.01,1.0,0.37,0.71,0.02,0.26,0.45,0.05
842,0.17,0.78,0.0,0.58,0.23,0.86,0.14,0.4,0.3,0.01
843,0.03,0.89,0.0,0.77,0.17,0.9,0.08,0.54,0.59,0.01
844,0.19,0.6,0.0,0.72,0.45,0.55,0.12,0.64,0.42,0.25
845,0.18,0.57,0.03,0.48,0.13,0.96,0.03,0.09,0.17,0.12
846,0.09,0.81,0.0,0.44,0.29,0.88,0.03,0.13,0.44,0.06
847,0.23,0.48,0.03,0.39,0.16,0.83,0.18,0.02,0.76,0.13
848,0.03,0.76,0.0,0.65,0.58,1.0,0.0,0.1,0.38,0.1
849,0.12,0.58,0.0,0.4,0.18,0.95,0.05,0.05,0.19,0.06
850,0.41,0.58,0.06,0.26,0.3,0.36,0.4,0.3,0.32,0.57
851,0.13,0.54,0.0,0.47,0.15,0.9,0.02,0.09,0.24,0.08
852,0.29,0.44,0.01,0.39,0.16,0.64,0.43,0.07,0.86,0.49
853,0.36,0.49,0.02,0.28,0.29,0.41,0.18,0.34,0.29,0.54
854,0.02,0.94,0.0,0.77,1.0,0.96,0.01,0.33,0.61,0.05
855,0.2,0.65,0.01,0.39,0.17,0.97,0.02,0.06,0.35,0.03
856,0.04,0.92,0.0,0.83,0.88,0.91,0.02,0.71,0.63,0.08
857,0.26,0.48,0.03,0.37,0.12,0.72,0.05,0.05,0.21,0.34
858,0.5,0.38,0.08,0.39,0.2,0.73,0.3,0.07,0.36,0.3
859,0.01,0.98,0.0,0.91,0.72,0.96,0.02,0.61,0.31,0.02
860,0.07,0.81,0.0,0.65,0.42,0.76,0.08,0.52,0.49,0.06
861,0.05,0.87,0.01,0.67,0.51,0.86,0.02,0.7,0.64,0.09
862,0.15,0.77,0.02,0.5,0.31,0.8,0.04,0.19,0.33,0.17
863,0.32,0.59,0.02,0.56,0.34,0.65,0.39,0.4,0.47,0.22
864,0.32,0.74,0.01,0.55,0.26,0.75,0.27,0.26,0.71,0.19
865,0.73,0.38,0.09,0.24,0.36,0.12,0.55,0.57,0.33,1.0
866,0.29,0.5,0.01,0.29,0.18,0.7,0.37,0.11,0.23,0.38
867,0.04,0.88,0.0,0.71,0.0,0.99,0.01,0.23,0.22,0.03
868,0.13,0.68,0.02,0.6,0.2,0.98,0.01,0.11,0.26,0.08
869,0.02,0.86,0.0,0.71,0.63,0.94,0.04,0.51,0.88,0.03
870,0.21,0.71,0.01,0.32,0.27,0.8,0.26,0.09,0.0,0.22
871,0.08,0.86,0.0,0.64,0.34,0.96,0.02,0.18,0.4,0.04
872,0.42,0.38,0.09,0.33,0.19,0.71,0.35,0.04,0.49,0.51
873,0.08,0.81,0.0,0.68,0.39,0.98,0.01,0.16,0.48,0.06
874,0.08,0.73,0.0,0.59,0.26,0.96,0.02,0.17,0.46,0.04
875,0.21,0.4,0.02,0.55,0.22,0.87,0.01,0.2,0.26,0.38
876,0.87,0.22,0.02,0.25,0.14,0.35,0.81,0.06,0.58,0.63
877,0.23,0.72,0.0,0.49,0.56,0.7,0.07,0.34,0.54,0.13
878,0.07,0.76,0.0,0.66,0.38,0.95,0.03,0.4,0.51,0.06
879,0.04,0.82,0.0,0.57,0.4,0.97,0.01,0.07,0.44,0.14
880,0.06,0.92,0.01,0.84,0.49,0.95,0.04,0.39,0.42,0.03
881,0.24,0.49,0.01,0.39,0.11,0.97,0.02,0.09,0.22,0.2
882,1.0,0.07,1.0,0.28,0.17,0.0,1.0,0.13,0.41,0.84
883,0.29,0.6,0.06,0.4,0.36,0.39,0.17,0.55,0.45,0.26
884,0.09,0.69,0.0,0.46,0.37,0.84,0.02,0.19,0.36,0.15
885,0.09,0.67,0.0,0.52,0.29,0.91,0.04,0.47,0.39,0.12
886,0.32,0.58,0.47,0.48,0.37,0.43,0.09,0.68,0.36,0.27
887,0.72,0.23,0.05,0.35,0.15,0.27,0.92,0.09,0.55,0.69
888,0.13,0.72,0.0,0.63,0.05,0.99,0.0,0.1,0.3,0.04
889,0.46,0.4,0.03,0.23,0.18,0.35,0.09,0.13,0.2,0.51
890,0.19,0.81,0.01,0.5,0.81,0.99,0.01,0.38,0.34,0.05
891,0.2,0.68,0.01,0.53,0.35,0.79,0.07,0.43,0.51,0.2
892,0.12,0.76,0.01,0.52,0.31,0.97,0.02,0.42,0.55,0.18
893,0.16,0.69,0.01,0.54,0.16,0.96,0.02,0.06,0.34,0.45
894,0.06,0.64,0.0,0.51,0.27,0.96,0.03,0.08,0.31,0.01
895,0.04,0.8,0.0,0.58,0.01,0.99,0.01,0.32,0.55,0.03
896,0.19,0.59,0.03,0.58,0.42,0.6,0.05,0.75,0.49,0.2
897,0.87,0.17,0.03,0.24,0.1,0.29,0.9,0.05,0.09,0.31
898,0.53,0.54,0.03,0.18,0.26,0.07,0.02,0.4,0.26,0.47
899,0.08,0.74,0.01,0.67,0.79,0.87,0.03,1.0,1.0,0.45
900,0.14,0.68,0.01,0.54,0.95,0.88,0.02,0.36,0.5,0.22
901,0.09,0.81,0.0,0.44,0.21,0.9,0.05,0.15,0.28,0.27
902,0.1,0.46,0.0,0.31,0.07,0.76,0.02,0.03,0.14,0.15
903,0.29,0.42,0.01,0.38,0.18,0.76,0.3,0.09,0.2,0.32
904,0.13,0.79,0.01,0.61,0.39,0.93,0.06,0.19,0.6,0.2
905,0.04,0.92,0.0,0.77,0.59,0.96,0.01,0.59,0.56,0.02
906,0.05,0.9,0.0,0.62,0.94,0.99,0.01,0.18,0.99,0.0
907,0.41,0.52,0.09,0.48,0.17,0.84,0.15,0.08,0.27,0.65
908,0.71,0.22,0.45,0.35,0.18,0.53,0.58,0.05,0.31,0.41
909,0.02,0.88,0.0,0.48,0.0,0.97,0.0,0.13,0.19,0.08
910,0.12,0.48,0.0,0.35,0.2,0.72,0.08,0.04,0.19,0.22
911,0.09,0.62,0.0,0.53,0.63,0.94,0.01,0.14,0.45,0.1
912,0.14,0.87,0.01,0.74,0.36,0.91,0.08,0.74,0.41,0.08
913,0.15,0.78,0.01,0.71,0.22,0.89,0.09,0.17,0.28,0.09
914,0.86,0.42,0.03,0.33,0.18,0.51,0.62,0.08,0.66,0.52
915,0.61,0.5,0.03,0.51,0.38,0.22,0.77,0.53,0.41,0.26
916,0.18,0.67,0.01,0.41,0.18,0.78,0.27,0.12,0.33,0.5
917,0.3,0.56,0.05,0.47,0.4,0.07,0.15,0.75,0.38,0.24
918,0.2,0.51,0.01,0.41,0.2,0.75,0.25,0.06,0.16,0.3
919,0.07,0.72,0.0,0.46,0.0,0.98,0.0,0.15,0.35,0.01
920,0.07,0.6,0.0,0.57,0.27,0.91,0.02,0.22,0.35,0.12
921,0.33,0.53,0.06,0.53,0.16,0.85,0.12,0.11,0.21,0.22
922,0.42,0.44,0.09,0.36,0.23,0.81,0.08,0.27,0.18,0.59
923,0.07,0.7,0.0,0.68,0.54,0.88,0.02,0.89,0.52,0.06
924,0.15,0.58,0.01,0.28,0.29,0.63,0.0,0.04,0.18,0.07
925,0.1,0.75,0.01,0.49,0.33,0.99,0.01,0.32,0.2,0.04
926,0.55,0.49,0.04,0.33,0.18,0.68,0.4,0.1,0.21,0.35
927,0.27,0.62,0.01,0.41,0.28,0.8,0.21,0.11,0.33,0.11
928,0.13,0.76,0.0,0.41,0.31,0.95,0.03,0.39,0.27,0.16
929,0.14,0.84,0.01,0.41,0.31,0.86,0.03,0.24,0.34,0.1
930,0.24,0.51,0.01,0.5,0.17,0.97,0.02,0.26,0.87,0.69
931,0.65,0.41,0.08,0.49,0.16,0.6,0.42,0.11,0.29,0.65
932,0.21,0.54,0.01,0.37,0.2,0.78,0.27,0.1,0.16,0.18
933,0.34,0.45,0.01,0.44,0.3,0.99,0.01,0.21,0.38,0.28
934,0.13,0.75,0.01,0.67,0.09,0.9,0.0,0.09,0.27,0.02
935,0.06,0.91,0.0,0.68,0.28,0.95,0.02,0.31,0.48,0.03
936,0.06,0.81,0.0,0.7,0.45,0.87,0.08,0.19,0.54,0.06
937,0.41,0.7,0.04,0.54,0.25,0.69,0.27,0.21,0.29,0.24
938,0.02,0.85,0.0,0.61,0.34,0.87,0.02,0.54,0.63,0.02
939,0.13,0.72,0.01,0.76,0.44,0.5,0.6,0.28,0.74,0.17
940,0.42,0.54,0.02,0.08,0.11,0.54,0.01,0.14,0.23,0.34
941,0.3,0.6,0.02,0.3,0.34,0.52,0.44,0.23,0.39,0.16
942,0.07,0.83,0.01,0.61,0.39,0.88,0.09,0.33,0.48,0.08
943,0.03,1.0,0.0,0.85,0.62,0.92,0.02,0.45,0.41,0.03
944,0.09,0.61,0.0,0.51,0.18,0.94,0.06,0.11,0.12,0.25
945,0.31,0.54,0.01,0.46,0.16,0.89,0.13,0.05,0.27,0.22
946,0.17,0.63,0.01,0.39,0.38,0.97,0.04,0.07,0.31,0.18
947,0.06,0.87,0.0,0.69,0.47,0.96,0.03,0.23,0.32,0.05
948,0.24,0.74,0.0,0.46,0.27,0.86,0.03,0.49,0.43,0.13
949,0.59,0.18,0.03,0.23,0.16,0.24,0.95,0.03,0.29,0.3
950,0.47,0.3,0.02,0.27,0.18,0.94,0.07,0.04,0.41,0.45
951,1.0,0.05,0.43,0.34,0.23,0.13,1.0,0.11,0.41,0.67
952,0.12,0.59,0.02,0.53,0.47,0.61,0.11,0.52,0.47,0.37
953,0.11,0.61,0.0,0.43,0.22,0.89,0.05,0.08,0.26,0.15
954,0.21,0.61,0.01,0.48,0.0,0.99,0.0,0.25,0.61,0.26
955,0.13,0.77,0.02,0.62,0.12,0.98,0.01,0.08,0.19,0.13
956,0.23,0.52,0.01,0.27,0.16,0.61,0.26,0.1,0.19,0.58
957,0.03,0.96,0.0,0.87,0.35,0.88,0.03,0.72,0.81,0.02
958,1.0,0.05,0.18,0.26,0.11,0.13,1.0,0.05,1.0,0.81
959,0.14,0.76,0.01,0.56,0.22,0.85,0.18,0.21,0.48,0.06
960,0.07,0.86,0.0,0.84,0.31,0.94,0.07,0.26,0.45,0.12
961,0.09,0.66,0.0,0.43,0.18,0.98,0.01,0.08,0.59,0.07
962,0.07,0.88,0.0,0.36,0.48,0.89,0.03,0.14,0.4,0.07
963,0.1,0.8,0.0,0.63,0.0,0.98,0.0,0.09,0.31,0.06
964,0.12,0.72,0.0,0.71,0.08,0.93,0.04,0.11,0.32,0.06
965,0.66,0.18,0.03,0.38,0.27,0.18,1.0,0.05,0.31,1.0
966,0.08,0.86,0.01,0.48,0.22,0.88,0.06,0.14,0.33,0.07
967,0.08,0.83,0.0,0.61,0.0,0.99,0.01,0.33,0.24,0.08
968,0.01,0.94,0.0,0.87,0.61,0.89,0.02,0.64,0.63,0.04
969,0.09,0.76,0.01,0.71,0.37,0.8,0.04,0.47,0.56,0.09
970,0.12,0.65,0.01,0.57,0.37,0.97,0.02,0.49,0.43,0.04
971,0.16,0.63,0.03,0.38,0.19,0.79,0.15,0.07,0.27,0.29
972,0.78,0.58,0.02,0.33,0.08,0.49,0.48,0.04,0.14,0.05
973,0.03,0.81,0.0,0.81,0.45,0.96,0.03,0.46,0.46,0.02
974,0.32,0.53,0.02,0.41,0.21,0.84,0.19,0.06,0.29,0.11
975,0.33,0.58,0.01,0.31,0.31,0.33,0.05,0.48,0.36,0.68
976,0.05,0.83,0.0,0.63,0.22,0.98,0.01,0.35,0.28,0.03
977,0.09,0.9,0.0,0.67,0.44,0.97,0.02,0.36,0.54,0.01
978,0.79,0.34,0.06,0.37,0.17,0.45,0.66,0.14,0.4,0.65
979,0.06,0.78,0.0,0.53,0.53,0.98,0.01,0.46,0.42,0.2
980,0.09,0.7,0.0,0.56,0.46,0.76,0.27,0.17,0.34,0.12
981,0.23,0.76,0.01,0.47,0.34,0.75,0.2,0.36,0.5,0.12
982,0.27,0.63,0.0,0.55,0.23,0.91,0.01,0.09,0.12,0.03
983,0.16,0.67,0.01,0.49,0.23,0.92,0.09,0.11,0.56,0.05
984,0.31,0.51,0.03,0.37,0.18,0.59,0.33,0.07,0.24,0.48
985,0.08,0.8,0.01,0.6,0.24,0.96,0.02,0.35,0.69,0.08
986,0.38,0.48,0.02,0.54,0.27,0.83,0.16,0.38,0.35,0.49
987,0.21,0.68,0.01,0.39,0.19,0.98,0.01,0.39,0.58,0.23
988,0.5,0.39,0.01,0.26,0.17,0.63,0.46,0.06,0.4,0.1
989,0.91,0.22,0.03,0.26,0.17,0.36,0.78,0.1,0.34,0.37
990,0.37,0.41,0.03,0.37,0.2,0.69,0.37,0.08,0.24,0.12
