med_rent,total_pct_div,pct_work_mom,male_pct_nev_marr,male_pct_divorce,per_cap_inc,pct_unemployed,pct_vacant_boarded,own_occ_hi_quart,rent_median,Percentviolent_crimes_per_pop,is_this_the_id_col,or_maybe_this_is_the_id_col
0.72,0.62,0.47,0.4,0.57,0.57,0.27,0.04,0.71,0.71,0.22,575,575
0.46,0.24,0.57,0.78,0.24,0.31,0.31,0.15,0.42,0.44,0.04,576,576
0.54,0.18,0.65,0.29,0.2,0.45,0.09,0.02,0.2,0.55,0.05,577,577
0.15,0.66,0.83,0.42,0.58,0.16,0.56,0.67,0.08,0.11,0.8,578,578
0.39,0.66,0.56,0.4,0.55,0.41,0.19,0.03,0.19,0.41,0.13,579,579
0.29,0.67,0.45,0.61,0.63,0.18,0.67,1.0,0.09,0.27,0.93,580,580
0.71,0.21,0.57,0.38,0.17,0.6,0.1,0.07,0.5,0.69,0.04,581,581
0.5,0.42,0.55,0.5,0.41,0.4,0.46,0.15,0.35,0.44,0.08,582,582
0.89,0.32,0.5,0.31,0.31,0.48,0.18,0.0,0.76,0.9,0.1,583,583
0.58,0.37,0.54,0.45,0.34,0.45,0.28,0.11,0.42,0.58,0.08,584,584
0.35,0.31,0.54,0.27,0.3,0.6,0.21,0.19,0.29,0.32,0.05,585,585
0.54,0.24,0.54,0.43,0.22,0.46,0.25,0.22,0.4,0.52,0.17,586,586
0.42,0.34,0.71,0.37,0.37,0.39,0.19,0.34,0.32,0.38,0.04,587,587
0.66,0.25,0.58,0.2,0.22,0.66,0.21,0.02,0.3,0.53,0.09,588,588
0.23,0.38,0.55,0.23,0.51,0.37,0.2,0.13,0.15,0.22,0.1,589,589
0.13,0.59,0.52,0.43,0.57,0.22,0.43,0.08,0.07,0.13,0.09,590,590
0.15,0.64,0.52,0.26,0.6,0.19,0.38,0.12,0.08,0.17,0.21,591,591
0.21,0.71,0.42,0.3,0.66,0.2,0.52,0.79,0.08,0.2,0.59,592,592
0.24,0.67,0.73,0.42,0.66,0.28,0.32,0.05,0.15,0.27,0.07,593,593
0.32,0.32,0.5,0.22,0.3,0.34,0.09,0.12,0.2,0.28,0.07,594,594
0.25,0.39,0.35,0.24,0.36,0.33,0.34,0.08,0.14,0.23,0.03,595,595
0.19,0.64,0.63,0.21,0.53,0.25,0.32,0.36,0.09,0.17,0.16,596,596
0.41,0.38,0.13,0.77,0.25,0.07,0.89,0.26,0.39,0.44,0.62,597,597
0.17,0.62,0.57,0.38,0.58,0.19,0.66,0.19,0.07,0.16,0.13,598,598
0.76,0.22,0.36,0.35,0.2,0.67,0.24,0.11,0.54,0.65,0.05,599,599
0.49,0.45,0.55,0.58,0.39,0.66,0.29,0.07,0.86,0.51,0.15,600,600
0.29,0.25,0.89,0.96,0.23,0.23,0.39,0.0,0.13,0.31,0.04,601,601
0.21,0.57,0.63,0.46,0.6,0.24,0.48,0.34,0.17,0.25,0.15,602,602
0.52,0.52,0.73,0.29,0.55,0.41,0.27,0.08,0.23,0.5,0.34,603,603
0.77,0.1,0.27,0.32,0.1,0.88,0.12,0.02,0.76,0.79,0.04,604,604
0.32,0.74,0.61,0.77,0.74,0.2,0.74,1.0,0.13,0.32,0.85,605,605
0.21,0.61,0.4,0.64,0.6,0.24,0.54,0.31,0.14,0.24,0.12,606,606
0.27,0.21,0.5,0.4,0.17,0.42,0.3,0.2,0.36,0.25,0.03,607,607
0.77,0.56,0.57,0.36,0.46,0.56,0.12,0.01,0.79,0.75,0.16,608,608
0.33,0.16,0.59,0.28,0.14,0.57,0.21,0.05,0.46,0.3,0.09,609,609
0.13,0.53,0.54,0.3,0.5,0.23,0.49,0.13,0.08,0.12,0.38,610,610
0.45,0.74,0.61,0.73,0.69,0.26,0.66,0.59,0.32,0.46,1.0,611,611
0.63,0.45,0.63,0.55,0.43,0.46,0.38,0.1,0.4,0.62,0.21,612,612
0.29,0.69,0.86,0.25,0.74,0.3,0.35,0.04,0.07,0.27,0.54,613,613
0.44,0.45,0.0,0.68,0.39,0.06,0.86,0.14,0.41,0.48,0.36,614,614
0.65,0.43,0.54,0.29,0.36,0.34,0.51,0.02,0.36,0.58,0.18,615,615
0.14,0.37,0.2,0.44,0.39,0.22,0.37,0.17,0.07,0.15,0.05,616,616
0.53,0.63,0.49,0.41,0.54,0.33,0.38,0.07,0.45,0.54,0.26,617,617
0.33,0.56,0.74,0.32,0.51,0.36,0.3,0.6,0.17,0.34,0.11,618,618
0.34,0.47,0.62,0.25,0.43,0.42,0.14,0.19,0.15,0.3,0.08,619,619
0.22,0.71,0.51,0.41,0.67,0.26,0.51,0.56,0.08,0.19,0.52,620,620
0.48,0.58,0.63,0.57,0.53,0.29,0.41,0.12,0.26,0.46,0.2,621,621
0.28,0.63,0.77,0.26,0.6,0.27,0.33,0.09,0.1,0.28,0.06,622,622
0.51,0.59,0.58,0.47,0.61,0.39,0.28,0.23,0.19,0.52,0.12,623,623
0.31,0.28,0.43,0.26,0.31,0.3,0.31,0.47,0.12,0.25,0.07,624,624
0.57,0.29,0.38,0.32,0.25,0.88,0.13,0.32,0.64,0.54,0.08,625,625
0.17,0.5,0.42,0.25,0.51,0.23,0.34,0.3,0.07,0.14,0.1,626,626
0.44,0.64,0.49,0.3,0.72,0.63,0.19,0.01,0.33,0.43,0.26,627,627
0.85,0.88,0.57,0.43,0.75,1.0,0.11,0.0,1.0,0.87,0.12,628,628
0.53,0.5,0.2,0.6,0.41,0.24,0.42,0.17,0.59,0.55,0.53,629,629
0.08,0.57,0.7,0.37,0.52,0.2,0.48,0.11,0.11,0.06,0.28,630,630
0.15,0.56,0.5,0.42,0.52,0.21,0.53,0.13,0.05,0.15,0.2,631,631
0.54,0.17,0.23,0.24,0.11,0.79,0.07,0.07,0.37,0.5,0.01,632,632
0.22,0.53,0.49,0.31,0.53,0.26,0.44,0.33,0.08,0.18,0.43,633,633
0.31,0.67,0.15,0.54,0.57,0.22,0.56,0.35,0.17,0.3,0.59,634,634
0.34,0.69,0.36,0.39,0.63,0.31,0.45,0.31,0.2,0.33,0.4,635,635
0.36,0.56,0.65,0.35,0.49,0.26,0.22,0.15,0.13,0.33,0.09,636,636
0.07,0.57,0.11,0.3,0.56,0.09,1.0,0.47,0.06,0.1,0.22,637,637
0.23,0.45,0.7,0.3,0.44,0.3,0.26,0.0,0.14,0.23,0.07,638,638
0.3,0.65,0.17,0.47,0.53,0.17,0.67,0.11,0.2,0.31,0.23,639,639
0.18,0.71,0.66,0.37,0.69,0.25,0.45,0.37,0.06,0.17,0.24,640,640
0.43,0.1,0.37,0.31,0.08,0.76,0.12,0.1,0.41,0.47,0.0,641,641
0.55,0.47,0.69,0.34,0.49,0.41,0.32,0.32,0.31,0.54,0.09,642,642
0.33,0.42,0.54,1.0,0.4,0.25,0.28,0.06,0.19,0.32,0.24,643,643
0.86,0.71,0.7,0.97,0.76,0.98,0.04,0.03,1.0,0.9,0.22,644,644
0.44,0.51,0.85,0.42,0.42,0.34,0.3,0.02,0.1,0.42,0.13,645,645
0.3,0.74,0.52,0.28,0.69,0.3,0.44,0.17,0.14,0.29,0.22,646,646
0.39,0.78,0.67,0.48,0.76,0.4,0.23,0.04,0.25,0.4,0.23,647,647
0.7,0.74,0.61,0.67,0.69,0.59,0.14,0.06,0.98,0.72,0.17,648,648
0.24,0.66,0.54,0.37,0.67,0.23,0.46,0.24,0.08,0.2,0.29,649,649
0.17,0.56,0.82,0.47,0.6,0.36,0.27,0.1,0.11,0.16,0.09,650,650
0.27,0.19,0.6,1.0,0.2,0.15,0.37,0.16,0.13,0.26,0.15,651,651
0.25,0.45,0.47,0.55,0.43,0.21,0.35,0.06,0.13,0.25,0.06,652,652
0.66,0.62,0.64,0.47,0.59,0.68,0.12,0.14,1.0,0.68,0.11,653,653
1.0,0.15,0.01,0.24,0.11,1.0,0.17,0.12,1.0,1.0,0.04,654,654
0.15,0.38,0.62,0.88,0.32,0.16,0.63,0.22,0.11,0.11,0.74,655,655
0.63,0.3,0.58,0.34,0.26,0.72,0.12,0.06,0.61,0.64,0.02,656,656
0.4,0.38,0.78,0.28,0.32,0.48,0.07,0.05,0.17,0.39,0.01,657,657
0.22,0.63,0.74,0.32,0.63,0.31,0.34,0.06,0.15,0.2,0.3,658,658
0.07,0.53,0.55,0.28,0.54,0.17,0.63,0.34,0.04,0.08,0.27,659,659
0.18,0.67,0.83,0.3,0.6,0.25,0.2,0.14,0.09,0.16,0.26,660,660
0.23,0.92,0.23,0.43,0.9,0.23,0.8,0.54,0.13,0.24,0.51,661,661
0.38,0.2,0.67,0.5,0.21,0.43,0.16,0.0,0.2,0.38,0.03,662,662
0.38,0.52,0.54,0.81,0.46,0.36,0.3,0.05,0.2,0.38,0.23,663,663
0.58,0.49,0.46,0.54,0.43,0.35,0.41,0.25,0.31,0.57,0.28,664,664
0.3,0.2,0.4,0.31,0.12,0.24,0.31,0.0,0.19,0.29,0.05,665,665
0.2,0.75,0.63,0.4,0.7,0.22,0.37,0.21,0.08,0.14,0.42,666,666
0.43,0.4,0.43,0.09,0.42,1.0,0.13,0.01,1.0,0.41,0.22,667,667
0.18,0.74,0.62,0.38,0.73,0.24,0.53,0.49,0.04,0.16,0.18,668,668
0.35,0.61,0.59,0.31,0.54,0.28,0.38,0.11,0.13,0.34,0.12,669,669
1.0,0.27,0.49,0.25,0.22,1.0,0.12,0.06,1.0,1.0,0.04,670,670
0.32,0.46,0.72,0.32,0.45,0.36,0.19,0.04,0.16,0.33,0.11,671,671
0.47,0.63,0.69,0.38,0.57,0.34,0.33,0.05,0.23,0.45,0.48,672,672
0.59,0.64,0.57,0.3,0.61,0.53,0.22,0.08,0.51,0.58,0.11,673,673
0.21,0.62,0.4,0.28,0.55,0.18,0.53,0.39,0.08,0.18,0.1,674,674
0.25,0.64,0.57,0.53,0.61,0.19,0.48,0.09,0.08,0.26,0.81,675,675
0.54,0.19,0.48,0.33,0.15,0.98,0.1,0.0,0.87,0.58,0.1,676,676
0.17,0.25,0.77,1.0,0.25,0.14,0.48,0.03,0.1,0.16,0.15,677,677
0.6,0.3,0.68,0.42,0.28,0.49,0.2,0.1,0.39,0.58,0.07,678,678
0.12,0.53,0.53,0.3,0.51,0.19,0.32,0.04,0.03,0.11,0.06,679,679
0.31,0.61,0.47,0.42,0.55,0.26,0.36,0.29,0.16,0.3,0.35,680,680
0.29,0.46,0.62,0.32,0.47,0.18,0.42,0.2,0.09,0.22,0.11,681,681
0.43,0.45,0.53,0.33,0.43,0.3,0.54,0.0,0.32,0.44,0.16,682,682
0.39,0.57,0.75,0.38,0.51,0.29,0.31,0.13,0.23,0.4,0.03,683,683
0.33,0.5,0.46,0.56,0.5,0.57,0.22,0.41,0.21,0.33,0.31,684,684
0.73,0.63,0.56,0.57,0.59,0.59,0.21,0.02,0.9,0.74,0.1,685,685
0.3,0.55,0.41,0.51,0.5,0.27,0.4,0.03,0.11,0.29,0.05,686,686
0.26,0.59,0.76,0.29,0.56,0.36,0.24,0.0,0.14,0.26,0.05,687,687
0.55,0.54,0.39,0.49,0.46,0.44,0.27,0.15,0.6,0.56,0.19,688,688
0.28,0.46,0.71,0.38,0.5,0.32,0.19,0.08,0.13,0.3,0.22,689,689
0.41,0.28,0.73,0.37,0.28,0.31,0.27,0.06,0.29,0.39,0.14,690,690
0.15,0.59,0.29,0.4,0.54,0.1,0.84,0.43,0.04,0.13,0.29,691,691
0.63,0.64,0.73,0.83,0.56,0.49,0.19,0.0,0.26,0.68,0.23,692,692
1.0,0.18,0.0,0.29,0.14,1.0,0.15,0.12,1.0,1.0,0.01,693,693
0.4,0.55,0.54,0.35,0.48,0.33,0.25,0.1,0.18,0.38,0.09,694,694
0.16,0.65,0.65,0.3,0.63,0.2,0.28,0.19,0.05,0.13,0.2,695,695
0.27,0.66,0.5,0.35,0.59,0.3,0.42,0.1,0.16,0.29,0.21,696,696
0.33,0.57,0.4,0.5,0.6,0.24,0.36,1.0,0.12,0.32,0.07,697,697
0.44,0.54,0.42,0.42,0.47,0.24,0.5,0.01,0.33,0.47,0.32,698,698
0.63,0.8,0.34,0.47,0.72,0.4,0.26,0.14,0.83,0.63,0.53,699,699
0.47,0.56,0.69,0.51,0.56,0.39,0.31,0.16,0.33,0.47,0.16,700,700
0.21,0.5,0.67,0.64,0.44,0.2,0.66,0.18,0.19,0.21,0.24,701,701
0.15,0.45,0.33,0.54,0.36,0.08,0.88,0.24,0.07,0.16,0.2,702,702
0.48,0.5,0.77,0.44,0.48,0.47,0.17,0.07,0.37,0.49,0.08,703,703
0.34,0.5,0.76,0.67,0.55,0.43,0.05,0.0,0.21,0.39,0.1,704,704
0.56,0.24,0.5,0.5,0.21,0.46,0.42,0.19,0.41,0.55,0.17,705,705
0.24,0.8,0.69,0.79,1.0,0.14,0.53,0.16,0.11,0.26,0.31,706,706
0.35,0.65,0.74,0.35,0.6,0.35,0.22,0.03,0.16,0.36,0.13,707,707
0.56,0.61,0.47,0.47,0.58,0.4,0.32,0.23,0.63,0.58,0.21,708,708
0.78,0.07,0.12,0.36,0.04,0.94,0.11,0.52,1.0,1.0,0.04,709,709
0.28,0.62,0.29,0.36,0.52,0.21,0.6,0.39,0.14,0.27,0.28,710,710
0.42,0.44,0.71,0.26,0.46,0.48,0.08,0.06,0.23,0.43,0.13,711,711
0.64,0.2,0.61,0.43,0.17,0.55,0.3,0.04,0.51,0.6,0.04,712,712
0.46,0.45,0.34,0.16,0.52,0.81,0.24,0.97,0.7,0.47,0.07,713,713
0.54,0.57,0.35,0.5,0.49,0.24,0.47,0.1,0.32,0.53,0.48,714,714
0.51,0.33,0.63,0.43,0.32,0.41,0.31,0.08,0.41,0.49,0.06,715,715
0.18,0.64,0.33,0.46,0.6,0.22,0.72,0.47,0.09,0.16,0.37,716,716
0.39,0.53,0.59,0.47,0.51,0.27,0.46,0.38,0.17,0.38,0.37,717,717
0.16,0.65,0.75,0.39,0.59,0.29,0.34,0.42,0.12,0.16,0.28,718,718
0.56,0.64,0.37,0.47,0.59,0.28,0.38,0.05,0.26,0.54,0.51,719,719
0.3,0.11,0.77,1.0,0.08,0.17,0.28,0.03,0.21,0.32,0.01,720,720
0.15,0.86,0.46,0.42,0.87,0.22,0.56,0.22,0.09,0.18,0.24,721,721
0.53,0.29,0.46,0.4,0.24,0.44,0.29,0.04,0.42,0.51,0.05,722,722
0.7,0.55,0.57,0.37,0.51,0.49,0.22,0.09,0.55,0.68,0.13,723,723
0.22,0.64,0.63,0.26,0.61,0.21,0.36,0.12,0.07,0.2,0.09,724,724
0.76,0.75,0.58,0.71,0.68,0.47,0.22,0.05,0.67,0.77,0.19,725,725
0.1,0.71,0.44,0.47,0.7,0.11,0.72,0.43,0.05,0.05,1.0,726,726
0.19,0.38,0.6,0.89,0.34,0.22,0.27,0.05,0.12,0.21,0.12,727,727
0.23,0.24,0.58,0.96,0.23,0.17,0.36,0.06,0.07,0.24,0.1,728,728
0.31,0.3,0.6,0.23,0.33,0.35,0.13,0.13,0.17,0.33,0.06,729,729
0.38,0.88,0.44,0.36,0.76,0.22,0.46,0.19,0.26,0.36,0.18,730,730
0.19,0.24,0.29,0.25,0.26,0.15,0.25,0.09,0.11,0.18,0.1,731,731
0.44,0.45,0.67,0.31,0.48,0.29,0.52,0.24,0.23,0.42,0.1,732,732
0.59,0.38,0.73,0.59,0.34,0.54,0.3,0.16,0.45,0.6,0.04,733,733
0.32,0.76,0.45,0.46,0.85,0.24,0.34,0.26,0.12,0.32,0.69,734,734
0.13,0.61,0.42,0.39,0.59,0.14,0.58,0.26,0.06,0.13,0.25,735,735
0.21,0.51,0.5,0.33,0.49,0.27,0.27,0.17,0.12,0.21,0.14,736,736
0.29,0.86,0.74,0.44,0.84,0.29,0.28,0.07,0.13,0.3,0.32,737,737
0.21,0.71,0.71,0.33,0.65,0.29,0.28,0.07,0.08,0.2,0.3,738,738
0.24,0.48,0.29,0.22,0.47,0.31,0.2,0.35,0.06,0.22,0.06,739,739
0.19,0.53,0.61,0.44,0.49,0.25,0.29,0.17,0.11,0.19,0.24,740,740
0.12,0.2,1.0,0.98,0.18,0.13,0.34,0.09,0.08,0.15,0.05,741,741
0.39,0.43,0.93,0.37,0.43,0.35,0.25,0.0,0.13,0.42,0.15,742,742
0.41,0.46,0.63,0.49,0.5,0.45,0.07,0.06,0.17,0.38,0.04,743,743
0.62,0.44,0.53,0.52,0.43,0.49,0.32,0.09,0.49,0.57,0.11,744,744
0.25,0.45,0.76,0.25,0.42,0.27,0.33,0.0,0.12,0.25,0.11,745,745
0.41,0.6,0.57,0.33,0.62,0.38,0.27,0.04,0.17,0.4,0.29,746,746
0.65,0.19,0.39,0.4,0.16,0.58,0.26,0.2,0.54,0.61,0.03,747,747
0.4,0.19,0.85,0.35,0.19,0.34,0.38,0.26,0.32,0.39,0.04,748,748
0.39,0.82,0.62,0.72,0.78,0.3,0.25,0.21,0.15,0.37,0.95,749,749
0.2,0.26,0.62,1.0,0.22,0.19,0.38,0.07,0.13,0.23,0.11,750,750
0.33,0.88,0.64,0.44,0.88,0.2,0.35,0.25,0.09,0.32,0.59,751,751
0.61,0.19,0.75,0.39,0.15,0.55,0.31,0.06,0.47,0.6,0.02,752,752
0.24,0.23,0.6,1.0,0.22,0.16,0.31,0.15,0.14,0.25,0.05,753,753
0.41,0.49,0.61,1.0,0.42,0.42,0.29,0.05,0.31,0.44,0.09,754,754
0.12,0.44,0.94,0.43,0.41,0.21,0.2,0.21,0.06,0.16,0.05,755,755
0.87,0.18,0.48,0.38,0.13,0.78,0.24,0.0,0.68,0.82,0.06,756,756
0.23,0.5,0.52,0.54,0.44,0.24,0.41,0.34,0.09,0.24,0.27,757,757
0.21,0.57,0.61,0.37,0.53,0.21,0.5,0.13,0.08,0.22,0.21,758,758
0.54,0.61,0.8,0.7,0.54,0.33,0.57,0.42,0.33,0.53,0.65,759,759
0.14,0.73,0.51,0.32,0.66,0.16,0.68,0.09,0.06,0.16,0.07,760,760
0.13,0.48,0.74,0.22,0.48,0.24,0.19,0.15,0.04,0.14,0.05,761,761
0.33,0.6,0.07,0.3,0.51,0.14,0.54,0.06,0.19,0.32,0.26,762,762
0.2,0.46,0.37,0.31,0.39,0.22,0.32,0.21,0.12,0.16,0.6,763,763
0.42,0.43,0.51,0.24,0.38,0.37,0.21,0.0,0.16,0.39,0.06,764,764
0.57,0.25,0.54,0.38,0.25,0.52,0.24,0.41,0.51,0.52,0.02,765,765
0.21,0.46,0.47,0.17,0.4,0.39,0.26,0.21,0.11,0.19,0.21,766,766
0.31,0.41,0.63,0.27,0.35,0.37,0.14,0.06,0.14,0.3,0.04,767,767
0.54,0.74,0.81,0.56,0.72,0.57,0.07,0.08,0.26,0.56,0.26,768,768
0.57,0.39,0.5,0.63,0.34,0.37,0.49,0.16,0.37,0.55,0.37,769,769
0.32,0.49,0.71,0.21,0.43,0.35,0.09,0.0,0.13,0.29,0.08,770,770
0.61,0.47,0.71,0.25,0.39,0.4,0.17,0.01,0.2,0.59,0.13,771,771
0.76,0.52,0.59,0.3,0.48,0.79,0.09,0.05,1.0,0.75,0.08,772,772
0.65,0.3,0.41,0.31,0.27,0.39,0.33,0.05,0.31,0.59,0.05,773,773
0.81,0.14,0.17,0.32,0.11,1.0,0.07,0.12,1.0,0.81,0.05,774,774
0.45,0.24,0.52,0.21,0.23,0.5,0.08,0.0,0.29,0.44,0.05,775,775
0.42,0.79,0.67,0.17,0.87,0.25,0.41,0.03,0.25,0.37,0.33,776,776
0.23,0.5,0.43,0.28,0.47,0.41,0.29,0.15,0.15,0.21,0.1,777,777
0.24,0.54,0.71,0.2,0.48,0.26,0.15,0.03,0.09,0.22,0.08,778,778
0.4,0.43,0.62,0.34,0.41,0.46,0.06,0.07,0.17,0.41,0.17,779,779
1.0,0.09,0.24,0.33,0.06,0.96,0.07,0.2,0.96,0.98,0.02,780,780
0.35,0.59,0.65,0.29,0.56,0.38,0.17,0.03,0.24,0.35,0.21,781,781
0.85,0.37,0.39,0.48,0.45,0.91,0.21,0.14,0.98,0.84,0.02,782,782
0.56,0.31,0.55,0.4,0.26,0.47,0.19,0.0,0.36,0.55,0.06,783,783
0.1,0.48,0.09,0.45,0.38,0.05,1.0,0.31,0.06,0.11,0.07,784,784
0.58,0.55,0.43,0.51,0.53,0.39,0.3,0.12,0.37,0.57,0.31,785,785
0.24,0.51,0.6,0.31,0.46,0.18,0.38,0.07,0.08,0.21,0.34,786,786
0.17,0.61,0.45,0.4,0.55,0.19,0.28,0.2,0.1,0.14,0.61,787,787
0.1,0.66,0.43,0.61,0.59,0.14,0.72,0.23,0.06,0.09,0.25,788,788
0.37,0.52,0.46,0.53,0.5,0.31,0.5,0.53,0.29,0.34,0.23,789,789
0.32,0.47,0.72,0.22,0.4,0.28,0.28,0.1,0.09,0.25,0.05,790,790
0.47,0.39,0.55,0.25,0.34,0.31,0.18,0.07,0.19,0.44,0.34,791,791
0.11,0.67,0.55,0.34,0.62,0.22,0.51,0.1,0.07,0.13,0.11,792,792
0.36,0.39,0.86,0.43,0.39,0.34,0.26,0.04,0.15,0.39,0.11,793,793
0.62,0.33,0.53,0.49,0.37,0.45,0.27,0.16,0.35,0.62,0.17,794,794
0.16,0.37,0.0,0.39,0.31,0.08,0.97,0.45,0.06,0.15,0.12,795,795
0.14,0.46,0.16,0.34,0.42,0.11,0.67,1.0,0.04,0.12,0.28,796,796
0.12,0.57,0.54,0.31,0.57,0.18,0.76,0.19,0.05,0.11,0.03,797,797
0.48,0.52,0.3,0.3,0.48,0.32,0.44,0.06,0.34,0.49,0.49,798,798
0.48,0.57,0.49,0.49,0.47,0.21,0.74,0.08,0.38,0.49,0.5,799,799
0.51,0.25,0.67,0.37,0.21,0.59,0.17,0.02,0.49,0.53,0.09,800,800
0.57,0.42,0.54,0.42,0.42,0.5,0.18,0.08,0.39,0.59,0.08,801,801
0.65,0.32,0.63,0.1,0.27,0.36,0.24,0.01,0.18,0.59,0.1,802,802
0.33,0.43,0.7,0.25,0.38,0.37,0.12,0.0,0.15,0.31,0.06,803,803
0.37,0.59,0.78,0.56,0.46,0.42,0.4,0.42,0.24,0.34,0.26,804,804
0.26,0.54,0.58,0.29,0.47,0.32,0.17,0.05,0.11,0.22,0.01,805,805
0.26,0.42,0.28,0.19,0.43,0.29,0.28,0.15,0.05,0.21,0.06,806,806
0.4,0.55,0.38,0.48,0.47,0.69,0.16,0.15,0.48,0.38,0.36,807,807
0.3,0.53,0.71,0.48,0.51,0.26,0.52,0.27,0.23,0.31,0.19,808,808
0.25,0.64,0.55,0.32,0.61,0.28,0.15,0.05,0.14,0.26,0.11,809,809
0.61,0.27,0.6,0.39,0.2,0.75,0.21,0.03,0.56,0.6,0.09,810,810
0.5,0.58,0.66,0.42,0.53,0.37,0.25,0.3,0.25,0.49,0.17,811,811
0.6,0.66,0.6,0.45,0.57,0.43,0.25,0.05,0.52,0.6,0.22,812,812
0.51,0.4,0.5,0.26,0.34,0.52,0.19,0.08,0.19,0.43,0.08,813,813
0.81,0.14,0.74,0.29,0.16,0.71,0.2,0.0,0.54,0.77,0.01,814,814
0.35,0.38,0.41,0.53,0.36,0.38,0.35,0.29,0.42,0.35,0.2,815,815
0.81,0.3,0.52,0.26,0.26,0.27,0.32,0.11,0.25,0.65,0.04,816,816
0.6,0.41,0.55,0.42,0.38,0.37,0.45,0.37,0.34,0.56,0.37,817,817
0.65,0.35,0.83,0.39,0.32,0.5,0.16,0.02,0.38,0.64,0.03,818,818
0.14,0.54,0.57,0.45,0.55,0.18,0.47,0.14,0.06,0.15,0.07,819,819
0.17,0.51,0.3,0.31,0.49,0.16,0.67,0.81,0.07,0.16,0.51,820,820
0.75,0.44,0.55,0.55,0.36,0.47,0.23,0.02,0.63,0.74,0.14,821,821
0.18,0.81,0.54,0.52,0.77,0.22,0.55,0.97,0.08,0.14,0.34,822,822
0.21,0.66,0.64,0.23,0.67,0.19,0.46,0.22,0.05,0.17,0.33,823,823
1.0,0.08,0.0,0.26,0.08,1.0,0.09,0.09,1.0,1.0,0.03,824,824
0.28,0.57,0.67,0.56,0.47,0.43,0.14,0.03,0.18,0.27,0.15,825,825
0.17,0.62,0.08,0.42,0.56,0.11,0.54,0.34,0.03,0.2,0.13,826,826
0.31,0.51,0.44,0.24,0.37,0.22,0.41,0.26,0.12,0.27,0.22,827,827
0.18,0.35,0.88,0.6,0.31,0.18,0.26,0.2,0.09,0.18,0.31,828,828
0.11,0.67,0.68,0.39,0.65,0.21,0.58,0.5,0.07,0.09,0.16,829,829
0.12,0.54,0.5,0.36,0.48,0.18,0.45,0.14,0.08,0.1,0.62,830,830
0.43,0.88,0.59,0.78,0.89,0.21,0.82,0.43,0.24,0.46,0.85,831,831
0.22,0.64,0.43,0.44,0.63,0.18,0.8,0.14,0.11,0.17,0.55,832,832
0.14,0.62,0.74,0.34,0.55,0.15,0.4,0.14,0.06,0.13,0.13,833,833
0.43,0.93,0.67,0.62,0.97,0.35,0.26,0.16,0.18,0.42,0.66,834,834
0.41,0.35,0.43,0.31,0.35,0.4,0.08,0.0,0.21,0.4,0.06,835,835
0.45,0.33,0.57,0.28,0.31,0.4,0.2,0.14,0.2,0.42,0.03,836,836
0.35,0.75,0.64,0.91,0.76,0.47,0.44,1.0,0.54,0.39,1.0,837,837
0.66,0.4,0.71,0.43,0.38,0.53,0.14,0.07,0.42,0.64,0.06,838,838
0.2,0.69,0.8,0.44,0.62,0.2,0.44,0.19,0.09,0.15,0.51,839,839
0.15,0.62,0.54,0.3,0.54,0.27,0.39,0.08,0.11,0.16,0.19,840,840
0.57,0.71,0.81,0.43,0.71,0.51,0.27,0.14,0.26,0.56,0.05,841,841
0.57,0.34,0.66,0.56,0.39,0.39,0.28,0.18,0.42,0.56,0.01,842,842
0.62,0.23,0.64,0.54,0.22,0.62,0.17,0.06,0.56,0.6,0.01,843,843
0.58,0.64,0.54,0.46,0.55,0.45,0.13,0.11,0.61,0.59,0.25,844,844
0.16,0.42,0.38,0.54,0.42,0.2,0.41,0.2,0.1,0.16,0.12,845,845
0.33,0.41,0.55,0.16,0.37,0.25,0.2,0.41,0.08,0.29,0.06,846,846
0.11,0.67,0.53,0.62,0.69,0.18,0.55,0.34,0.02,0.13,0.13,847,847
0.23,0.42,0.35,0.38,0.39,0.28,0.26,0.05,0.06,0.24,0.1,848,848
0.14,0.51,0.66,0.72,0.42,0.17,0.58,0.2,0.05,0.14,0.06,849,849
0.48,0.56,0.29,0.4,0.49,0.23,0.53,0.18,0.27,0.47,0.57,850,850
0.15,0.34,0.45,1.0,0.3,0.11,0.53,0.2,0.08,0.17,0.08,851,851
0.15,0.63,0.4,0.33,0.61,0.25,0.54,0.3,0.09,0.14,0.49,852,852
0.52,0.61,0.35,0.54,0.54,0.22,0.49,0.18,0.29,0.51,0.54,853,853
0.45,0.29,0.44,0.24,0.21,0.68,0.07,0.0,0.37,0.44,0.05,854,854
0.15,0.61,0.71,0.5,0.52,0.21,0.35,0.04,0.06,0.17,0.03,855,855
0.95,0.23,0.26,0.36,0.22,0.76,0.19,0.0,0.74,0.94,0.08,856,856
0.19,0.63,0.44,0.35,0.57,0.19,0.4,0.42,0.07,0.19,0.34,857,857
0.17,0.58,0.4,0.48,0.59,0.2,0.74,0.87,0.05,0.17,0.3,858,858
0.83,0.23,0.3,0.27,0.24,1.0,0.06,0.0,0.79,0.78,0.02,859,859
0.62,0.26,0.58,0.42,0.22,0.47,0.29,0.0,0.42,0.64,0.06,860,860
0.96,0.37,0.45,0.32,0.32,0.65,0.12,0.01,0.69,0.96,0.09,861,861
0.49,0.39,0.52,0.14,0.37,0.31,0.26,0.11,0.16,0.43,0.17,862,862
0.5,0.4,0.52,0.46,0.4,0.38,0.42,0.08,0.34,0.49,0.22,863,863
