id,pct_empl_prof_serv,med_own_cost_pct_inc,num_in_shelters,pct_work_mom_young_kids,hous_vacant,pct_same_city85,pct_w_farm_self,white_per_cap,pct_hous_occup,pop_dens,violent_crimes_per_pop
1148,0.62,0.59,0.0,0.45,0.02,0.8,0.19,0.58,0.66,0.5,0.19
1149, , , , , , , , , , , 
1150, , , , , , , , , , , 
1151,0.68,0.32,0.0,0.42,0.0,0.71,0.21,0.85,0.95,0.13,0.03
1152, , , , , , , , , , , 
1153, , , , , , , , , , , 
1154,0.64,0.31,0.0,0.69,0.04,0.34,0.37,0.19,0.73,0.09,0.11
1155,0.51,0.43,0.08,0.42,0.04,0.81,0.04,0.32,0.68,0.26,0.14
1156, , , , , , , , , , , 
1157, , , , , , , , , , , 
1158, , , , , , , , , , , 
1159, , , , , , , , , , , 
1160, , , , , , , , , , , 
1161, , , , , , , , , , , 
1162,0.28,0.39,0.02,0.74,0.05,0.49,0.19,0.4,0.72,0.12,0.46
1163, , , , , , , , , , , 
1164, , , , , , , , , , , 
1165,0.5,0.12,0.0,0.61,0.03,0.86,0.1,0.16,0.73,0.26,0.05
1166, , , , , , , , , , , 
1167, , , , , , , , , , , 
1168,0.33,0.37,0.01,0.68,0.02,0.37,0.5,0.4,0.74,0.17,0.28
1169, , , , , , , , , , , 
1170, , , , , , , , , , , 
1171, , , , , , , , , , , 
1172, , , , , , , , , , , 
1173, , , , , , , , , , , 
1174, , , , , , , , , , , 
1175,0.73,0.24,0.0,0.66,0.0,0.69,0.56,0.66,0.92,0.08,0.06
1176, , , , , , , , , , , 
1177, , , , , , , , , , , 
1178,0.56,0.53,0.0,0.63,0.02,0.84,0.49,0.2,0.66,0.08,0.54
1179, , , , , , , , , , , 
1180,0.32,0.59,0.04,0.43,0.11,0.56,0.22,0.53,0.82,0.43,0.22
1181,0.23,0.51,0.01,0.76,0.13,0.65,0.12,0.25,0.51,0.26,0.18
1182, , , , , , , , , , , 
1183, , , , , , , , , , , 
1184, , , , , , , , , , , 
1185,0.31,0.56,0.0,0.16,0.01,0.84,0.0,0.54,0.9,0.64,0.04
1186, , , , , , , , , , , 
1187, , , , , , , , , , , 
1188, , , , , , , , , , , 
1189, , , , , , , , , , , 
1190, , , , , , , , , , , 
1191,0.44,0.52,0.0,0.43,0.0,0.77,0.18,0.62,0.97,0.24,0.16
1192,0.39,0.13,0.01,0.6,0.02,0.79,0.8,0.22,0.71,0.18,0.19
1193, , , , , , , , , , , 
1194, , , , , , , , , , , 
1195, , , , , , , , , , , 
1196,0.3,0.82,0.02,0.2,0.05,0.9,0.16,0.02,0.87,0.74,0.9
1197, , , , , , , , , , , 
1198, , , , , , , , , , , 
1199,0.31,0.16,0.0,0.72,0.02,0.83,0.38,0.24,0.81,0.16,0.53
1200,0.74,0.58,0.0,0.5,0.02,0.72,0.06,0.72,0.93,0.52,0.11
1201, , , , , , , , , , , 
1202,0.35,0.81,0.0,0.3,0.1,0.51,0.42,0.82,0.43,0.4,0.21
1203, , , , , , , , , , , 
1204, , , , , , , , , , , 
1205,0.54,0.52,0.04,0.25,0.05,0.61,0.58,0.32,0.87,0.27,0.32
1206, , , , , , , , , , , 
1207, , , , , , , , , , , 
1208, , , , , , , , , , , 
1209,0.36,0.58,0.03,0.5,0.07,0.75,0.15,0.46,0.75,0.18,0.06
1210, , , , , , , , , , , 
1211, , , , , , , , , , , 
1212, , , , , , , , , , , 
1213,0.51,0.61,0.07,0.56,0.04,0.57,0.27,0.31,0.71,0.04,0.2
1214, , , , , , , , , , , 
1215, , , , , , , , , , , 
1216,0.39,0.2,0.0,0.31,0.02,0.81,0.16,0.2,0.77,0.29,0.07
1217,0.56,0.54,0.0,0.36,0.0,0.8,0.65,0.11,0.94,0.16,0.04
1218, , , , , , , , , , , 
1219,0.69,0.31,0.0,0.09,0.02,0.63,0.23,0.13,0.63,0.1,0.25
1220, , , , , , , , , , , 
1221, , , , , , , , , , , 
1222, , , , , , , , , , , 
1223, , , , , , , , , , , 
1224, , , , , , , , , , , 
1225, , , , , , , , , , , 
1226, , , , , , , , , , , 
1227, , , , , , , , , , , 
1228, , , , , , , , , , , 
1229,0.5,0.18,0.15,0.44,0.6,0.83,0.12,0.26,0.68,0.35,0.41
1230, , , , , , , , , , , 
1231,0.26,0.4,0.0,0.63,0.01,0.73,0.15,0.29,0.94,0.2,0.05
1232, , , , , , , , , , , 
1233, , , , , , , , , , , 
1234,0.49,0.52,0.0,0.52,0.0,0.9,0.48,0.47,0.92,0.04,0.02
1235, , , , , , , , , , , 
1236,0.31,0.08,0.04,0.49,0.09,0.8,0.19,0.25,0.67,0.26,0.2
1237, , , , , , , , , , , 
1238, , , , , , , , , , , 
1239, , , , , , , , , , , 
1240, , , , , , , , , , , 
1241,0.29,0.63,0.0,0.72,0.06,0.14,0.26,0.27,0.6,0.13,0.08
1242, , , , , , , , , , , 
1243, , , , , , , , , , , 
1244, , , , , , , , , , , 
1245, , , , , , , , , , , 
1246, , , , , , , , , , , 
1247, , , , , , , , , , , 
1248, , , , , , , , , , , 
1249,0.52,0.31,0.0,0.55,0.1,0.67,0.28,0.32,0.46,0.13,0.6
1250, , , , , , , , , , , 
1251, , , , , , , , , , , 
1252, , , , , , , , , , , 
1253, , , , , , , , , , , 
1254, , , , , , , , , , , 
1255,0.33,0.29,0.0,0.54,0.05,0.56,1.0,0.2,0.38,0.02,0.21
1256,0.3,0.63,0.0,0.58,0.16,0.53,0.09,0.32,0.58,0.3,0.21
1257,0.57,0.47,0.0,0.51,0.0,0.77,0.12,0.68,0.95,0.06,0.01
1258,0.46,0.17,0.05,0.31,0.03,0.98,0.17,0.2,0.78,0.28,0.59
1259,0.4,0.77,0.0,0.38,0.02,0.49,0.17,0.89,0.88,0.15,0.01
1260, , , , , , , , , , , 
1261, , , , , , , , , , , 
1262, , , , , , , , , , , 
1263, , , , , , , , , , , 
1264, , , , , , , , , , , 
1265, , , , , , , , , , , 
1266, , , , , , , , , , , 
1267, , , , , , , , , , , 
1268, , , , , , , , , , , 
1269, , , , , , , , , , , 
1270, , , , , , , , , , , 
1271, , , , , , , , , , , 
1272, , , , , , , , , , , 
1273, , , , , , , , , , , 
1274, , , , , , , , , , , 
1275,0.43,0.68,0.01,0.4,0.07,0.43,0.19,0.53,0.78,0.35,0.41
1276,0.57,0.28,0.0,0.49,0.02,0.65,0.21,0.55,0.8,0.2,0.05
1277, , , , , , , , , , , 
1278, , , , , , , , , , , 
1279, , , , , , , , , , , 
1280, , , , , , , , , , , 
1281, , , , , , , , , , , 
1282, , , , , , , , , , , 
1283,0.57,0.44,0.04,0.57,0.05,0.59,0.21,0.4,0.84,0.38,0.19
1284,0.5,0.51,0.0,0.49,0.0,0.94,0.21,0.39,0.93,0.09,0.11
1285, , , , , , , , , , , 
1286, , , , , , , , , , , 
1287, , , , , , , , , , , 
1288, , , , , , , , , , , 
1289, , , , , , , , , , , 
1290, , , , , , , , , , , 
1291,0.47,0.43,0.03,0.69,0.08,0.39,0.37,0.29,0.65,0.12,0.33
1292,0.57,0.38,0.0,0.54,0.01,0.6,0.22,0.3,0.75,0.19,0.04
1293, , , , , , , , , , , 
1294, , , , , , , , , , , 
1295,0.88,0.38,0.0,0.3,0.01,0.69,0.4,1.0,0.84,0.05,0.05
1296,0.47,0.71,1.0,0.38,1.0,0.51,0.22,0.48,0.77,0.29,0.48
1297, , , , , , , , , , , 
1298, , , , , , , , , , , 
1299, , , , , , , , , , , 
1300,0.28,0.54,0.0,0.35,0.01,0.38,0.64,0.89,0.82,0.08,0.01
1301,0.63,0.45,0.0,0.35,0.03,0.24,0.45,0.77,0.83,0.27,0.06
1302, , , , , , , , , , , 
1303,0.36,0.23,0.0,0.42,0.09,0.85,0.11,0.23,0.65,0.1,0.9
1304, , , , , , , , , , , 
1305, , , , , , , , , , , 
1306,0.43,0.44,0.01,0.46,0.04,0.64,0.58,0.2,0.55,0.11,0.18
1307, , , , , , , , , , , 
1308, , , , , , , , , , , 
1309, , , , , , , , , , , 
1310, , , , , , , , , , , 
1311,0.53,0.48,0.0,0.83,0.04,0.35,0.41,0.55,0.75,0.13,0.09
1312, , , , , , , , , , , 
1313, , , , , , , , , , , 
1314,0.58,0.48,0.0,0.55,0.02,0.71,0.18,0.35,0.82,0.7,0.17
1315, , , , , , , , , , , 
1316, , , , , , , , , , , 
1317, , , , , , , , , , , 
1318, , , , , , , , , , , 
1319, , , , , , , , , , , 
1320, , , , , , , , , , , 
1321, , , , , , , , , , , 
1322, , , , , , , , , , , 
1323, , , , , , , , , , , 
1324, , , , , , , , , , , 
1325, , , , , , , , , , , 
1326,0.37,0.03,0.07,0.24,0.03,0.68,0.18,0.26,0.85,0.22,0.14
1327, , , , , , , , , , , 
1328,0.04,0.99,0.0,0.13,0.01,0.81,0.13,0.05,0.9,1.0,0.54
1329, , , , , , , , , , , 
1330, , , , , , , , , , , 
1331, , , , , , , , , , , 
1332,0.38,0.5,0.0,0.74,0.03,0.83,0.25,0.32,0.45,0.02,0.04
1333, , , , , , , , , , , 
1334, , , , , , , , , , , 
1335, , , , , , , , , , , 
1336, , , , , , , , , , , 
1337, , , , , , , , , , , 
1338,0.49,0.44,0.04,0.44,0.11,0.63,0.12,0.42,0.8,0.42,0.15
1339, , , , , , , , , , , 
1340,0.38,0.65,0.0,0.65,0.11,0.42,0.27,0.27,0.49,0.15,0.08
1341,0.48,0.28,0.0,0.49,0.04,0.68,0.77,0.18,0.42,0.11,0.39
1342,0.6,0.77,0.07,0.51,0.05,0.17,0.49,0.34,0.81,0.38,0.24
1343, , , , , , , , , , , 
1344,0.29,0.83,0.01,0.44,0.05,0.27,0.27,0.31,0.68,0.29,0.29
1345,0.58,0.42,0.0,0.33,0.01,0.72,0.27,0.78,0.9,0.05,0.0
1346, , , , , , , , , , , 
1347, , , , , , , , , , , 
1348, , , , , , , , , , , 
1349, , , , , , , , , , , 
1350, , , , , , , , , , , 
1351, , , , , , , , , , , 
1352,0.35,0.65,0.04,0.48,0.11,0.73,0.12,0.36,0.74,0.47,0.3
1353, , , , , , , , , , , 
1354, , , , , , , , , , , 
1355,0.57,0.25,0.03,0.46,0.21,0.67,0.37,0.35,0.58,0.19,0.36
1356, , , , , , , , , , , 
1357, , , , , , , , , , , 
1358, , , , , , , , , , , 
1359, , , , , , , , , , , 
1360, , , , , , , , , , , 
1361,0.53,0.49,0.14,0.54,0.36,0.66,0.13,0.33,0.51,0.18,0.41
1362, , , , , , , , , , , 
1363, , , , , , , , , , , 
1364, , , , , , , , , , , 
1365,0.15,0.58,0.0,0.19,0.01,0.72,0.11,0.36,0.9,0.36,0.19
1366, , , , , , , , , , , 
1367, , , , , , , , , , , 
1368, , , , , , , , , , , 
1369, , , , , , , , , , , 
1370, , , , , , , , , , , 
1371, , , , , , , , , , , 
1372, , , , , , , , , , , 
1373, , , , , , , , , , , 
1374, , , , , , , , , , , 
1375, , , , , , , , , , , 
1376,0.53,0.37,0.0,0.54,0.08,0.52,0.24,0.34,0.61,0.13,0.4
1377, , , , , , , , , , , 
1378, , , , , , , , , , , 
1379, , , , , , , , , , , 
1380, , , , , , , , , , , 
1381, , , , , , , , , , , 
1382, , , , , , , , , , , 
1383,1.0,0.45,0.0,0.92,0.03,0.55,0.32,0.2,0.44,0.07,0.53
1384,0.45,0.51,0.0,0.85,0.01,0.64,0.21,0.4,0.97,0.39,0.12
1385, , , , , , , , , , , 
1386, , , , , , , , , , , 
1387, , , , , , , , , , , 
1388, , , , , , , , , , , 
1389,0.23,0.51,0.0,0.79,0.01,0.81,0.21,0.32,0.91,0.28,0.05
1390,0.41,0.41,0.03,0.49,0.05,0.56,0.59,0.24,0.48,0.07,0.57
1391,0.4,0.81,0.0,0.09,0.02,0.57,0.25,0.8,0.76,0.06,0.03
1392,0.22,0.55,0.0,0.08,0.13,0.78,0.18,0.46,0.0,0.43,0.13
1393,0.64,0.28,0.0,0.69,0.02,0.81,0.36,0.65,0.81,0.32,0.14
1394, , , , , , , , , , , 
1395, , , , , , , , , , , 
1396, , , , , , , , , , , 
1397, , , , , , , , , , , 
1398,0.42,0.25,0.01,0.58,0.04,0.7,0.59,0.23,0.73,0.12,0.36
1399, , , , , , , , , , , 
1400, , , , , , , , , , , 
1401, , , , , , , , , , , 
1402, , , , , , , , , , , 
1403, , , , , , , , , , , 
1404, , , , , , , , , , , 
1405,0.08,0.89,0.01,0.29,0.03,0.82,0.24,0.15,0.94,0.98,0.45
1406,0.57,0.58,0.0,0.56,0.12,0.42,0.32,0.39,0.0,0.09,0.18
1407, , , , , , , , , , , 
1408, , , , , , , , , , , 
1409,0.55,0.41,0.0,0.4,0.0,0.92,0.05,0.33,0.96,0.05,0.0
1410, , , , , , , , , , , 
1411,0.38,0.4,0.0,0.13,0.02,0.82,0.62,0.13,0.56,0.09,0.5
1412, , , , , , , , , , , 
1413,0.37,0.27,0.0,0.67,0.01,0.84,0.08,0.29,0.78,0.13,0.21
1414, , , , , , , , , , , 
1415, , , , , , , , , , , 
1416, , , , , , , , , , , 
1417, , , , , , , , , , , 
1418, , , , , , , , , , , 
1419, , , , , , , , , , , 
1420,0.39,0.25,0.0,0.5,0.06,0.79,0.35,0.33,0.55,0.12,0.21
1421, , , , , , , , , , , 
1422,0.52,0.42,0.0,0.23,0.01,0.76,0.09,0.66,0.9,0.05,0.02
1423, , , , , , , , , , , 
1424, , , , , , , , , , , 
1425,0.3,0.11,0.0,0.14,0.01,0.65,0.0,0.18,0.82,0.13,0.31
1426, , , , , , , , , , , 
1427, , , , , , , , , , , 
1428,0.32,0.39,0.03,0.38,0.03,0.58,0.16,0.16,0.88,0.28,0.21
1429, , , , , , , , , , , 
1430, , , , , , , , , , , 
1431,0.53,0.87,0.18,0.54,0.1,0.57,0.42,0.55,0.81,0.38,0.32
1432, , , , , , , , , , , 
1433, , , , , , , , , , , 
1434, , , , , , , , , , , 
1435,0.62,0.78,0.0,0.57,0.03,0.54,0.4,0.49,0.71,0.48,0.23
1436, , , , , , , , , , , 
1437,0.44,0.36,0.02,0.51,0.07,0.53,0.03,0.43,0.18,0.23,0.45
1438, , , , , , , , , , , 
1439, , , , , , , , , , , 
1440, , , , , , , , , , , 
1441, , , , , , , , , , , 
1442,0.35,0.35,0.01,0.69,0.06,0.75,0.16,0.38,0.77,0.16,0.23
1443, , , , , , , , , , , 
1444, , , , , , , , , , , 
1445, , , , , , , , , , , 
1446, , , , , , , , , , , 
1447,0.36,0.22,0.01,0.38,0.05,0.76,0.1,0.28,0.8,0.19,0.15
1448, , , , , , , , , , , 
1449, , , , , , , , , , , 
1450, , , , , , , , , , , 
1451,0.36,0.59,0.0,0.32,0.01,0.68,0.27,0.59,0.92,0.53,0.12
1452,0.51,0.45,0.0,0.69,0.04,0.59,0.37,0.33,0.37,0.03,0.01
1453,0.45,0.44,0.23,0.38,0.28,0.63,0.15,0.27,0.73,0.31,0.76
1454, , , , , , , , , , , 
1455, , , , , , , , , , , 
1456, , , , , , , , , , , 
1457,0.35,0.61,0.0,0.39,0.01,0.44,0.45,0.72,0.81,0.04,0.03
1458, , , , , , , , , , , 
1459, , , , , , , , , , , 
1460, , , , , , , , , , , 
1461, , , , , , , , , , , 
1462, , , , , , , , , , , 
1463, , , , , , , , , , , 
1464, , , , , , , , , , , 
1465, , , , , , , , , , , 
1466, , , , , , , , , , , 
1467, , , , , , , , , , , 
1468, , , , , , , , , , , 
1469, , , , , , , , , , , 
1470, , , , , , , , , , , 
1471, , , , , , , , , , , 
1472,0.16,0.44,0.0,0.63,0.09,0.36,0.14,0.4,0.6,0.2,0.11
1473, , , , , , , , , , , 
1474, , , , , , , , , , , 
1475, , , , , , , , , , , 
1476,0.48,0.33,0.0,0.78,0.02,0.77,0.37,0.32,0.68,0.34,0.25
1477,0.53,0.41,0.17,0.18,0.19,0.79,0.03,0.15,0.51,0.83,1.0
1478, , , , , , , , , , , 
1479, , , , , , , , , , , 
1480, , , , , , , , , , , 
1481, , , , , , , , , , , 
1482,0.34,0.41,0.0,0.8,0.01,0.94,0.11,0.26,0.92,0.33,0.09
1483, , , , , , , , , , , 
1484,0.37,0.56,0.0,0.59,0.05,0.76,0.31,0.52,0.52,0.04,0.02
1485, , , , , , , , , , , 
1486, , , , , , , , , , , 
1487, , , , , , , , , , , 
1488, , , , , , , , , , , 
1489, , , , , , , , , , , 
1490,0.4,0.32,0.0,0.47,0.02,0.69,0.68,0.34,0.6,0.07,0.71
1491, , , , , , , , , , , 
1492,0.53,0.65,0.03,0.66,0.02,0.57,0.14,0.19,0.8,0.77,0.97
1493, , , , , , , , , , , 
1494, , , , , , , , , , , 
1495, , , , , , , , , , , 
1496,0.3,0.81,0.0,0.41,0.14,0.35,0.24,0.43,0.7,0.22,0.14
1497, , , , , , , , , , , 
1498, , , , , , , , , , , 
1499, , , , , , , , , , , 
1500, , , , , , , , , , , 
1501, , , , , , , , , , , 
1502, , , , , , , , , , , 
1503, , , , , , , , , , , 
1504, , , , , , , , , , , 
1505,0.55,0.63,0.0,0.29,0.03,0.52,0.16,0.25,0.81,0.11,0.1
1506, , , , , , , , , , , 
1507, , , , , , , , , , , 
1508,0.44,0.33,0.0,0.63,0.03,0.45,0.3,0.28,0.56,0.09,0.33
1509, , , , , , , , , , , 
1510, , , , , , , , , , , 
1511,0.57,0.4,0.21,0.48,0.34,0.64,0.18,0.26,0.66,0.18,0.7
1512, , , , , , , , , , , 
1513,0.55,0.49,1.0,0.22,1.0,0.73,0.16,0.56,0.78,1.0,0.87
1514, , , , , , , , , , , 
1515,0.58,0.58,0.0,0.26,0.0,0.77,0.2,0.77,0.92,0.33,0.03
1516, , , , , , , , , , , 
1517, , , , , , , , , , , 
1518, , , , , , , , , , , 
1519, , , , , , , , , , , 
1520, , , , , , , , , , , 
1521,0.3,0.47,0.0,0.31,0.01,0.53,0.27,0.41,0.78,0.11,0.03
1522,0.98,0.29,0.01,0.6,0.01,0.78,0.3,0.59,0.91,0.22,0.05
1523,0.73,0.23,0.0,0.74,0.02,0.16,1.0,0.15,0.8,0.13,0.02
1524, , , , , , , , , , , 
1525, , , , , , , , , , , 
1526, , , , , , , , , , , 
1527,0.38,0.59,0.0,0.64,0.04,0.88,0.18,0.35,0.81,0.15,0.15
1528,0.38,0.65,0.0,0.31,0.01,0.82,0.15,0.53,0.91,0.05,0.04
1529, , , , , , , , , , , 
1530, , , , , , , , , , , 
1531, , , , , , , , , , , 
1532, , , , , , , , , , , 
1533, , , , , , , , , , , 
1534, , , , , , , , , , , 
1535, , , , , , , , , , , 
1536,0.29,0.58,0.34,0.62,0.22,0.4,0.27,0.4,0.74,0.19,0.28
1537, , , , , , , , , , , 
1538,0.3,0.51,0.0,0.54,0.02,0.15,0.14,0.22,0.58,0.07,0.14
1539, , , , , , , , , , , 
1540, , , , , , , , , , , 
1541, , , , , , , , , , , 
1542, , , , , , , , , , , 
1543, , , , , , , , , , , 
1544, , , , , , , , , , , 
1545, , , , , , , , , , , 
1546, , , , , , , , , , , 
1547, , , , , , , , , , , 
1548, , , , , , , , , , , 
1549, , , , , , , , , , , 
1550, , , , , , , , , , , 
1551, , , , , , , , , , , 
1552, , , , , , , , , , , 
1553, , , , , , , , , , , 
1554, , , , , , , , , , , 
1555, , , , , , , , , , , 
1556,0.32,0.17,0.03,0.61,0.08,0.63,0.6,0.3,0.46,0.13,0.1
1557,0.49,0.41,0.01,0.77,0.04,0.4,0.34,0.25,0.18,0.09,0.11
1558, , , , , , , , , , , 
1559, , , , , , , , , , , 
1560,0.37,0.52,0.0,0.51,0.01,0.74,0.13,0.67,0.88,0.09,0.07
1561, , , , , , , , , , , 
1562,0.46,0.49,0.0,0.54,0.01,0.39,0.3,0.51,0.94,0.21,0.12
1563, , , , , , , , , , , 
1564, , , , , , , , , , , 
1565, , , , , , , , , , , 
1566,0.3,0.51,0.0,0.22,0.05,0.61,0.28,0.65,0.56,1.0,0.05
1567, , , , , , , , , , , 
1568, , , , , , , , , , , 
1569, , , , , , , , , , , 
1570, , , , , , , , , , , 
1571, , , , , , , , , , , 
1572, , , , , , , , , , , 
1573, , , , , , , , , , , 
1574, , , , , , , , , , , 
1575, , , , , , , , , , , 
1576, , , , , , , , , , , 
1577, , , , , , , , , , , 
1578,0.45,0.61,0.0,0.45,0.01,0.55,0.09,0.43,0.88,0.07,0.03
1579, , , , , , , , , , , 
1580, , , , , , , , , , , 
1581, , , , , , , , , , , 
1582, , , , , , , , , , , 
1583, , , , , , , , , , , 
1584, , , , , , , , , , , 
1585, , , , , , , , , , , 
1586,0.37,0.25,0.11,0.53,0.16,0.74,0.08,0.31,0.47,0.54,0.87
1587,0.73,0.35,0.23,0.61,0.22,0.53,0.1,0.34,0.64,0.39,0.49
1588,0.51,0.48,0.0,0.4,0.07,0.77,0.38,0.35,0.86,0.86,0.12
1589, , , , , , , , , , , 
1590,0.49,0.09,0.0,0.32,0.0,0.83,0.22,0.44,0.96,0.29,0.05
1591, , , , , , , , , , , 
1592,0.38,0.33,0.02,0.67,0.13,0.72,0.18,0.28,0.55,0.18,0.21
1593,0.5,0.38,0.0,0.58,0.03,0.54,0.24,0.16,0.6,0.13,0.09
1594, , , , , , , , , , , 
