pers_per_fam,population,pct_speak_engl_only,pct_use_pub_trans,pct_wo_full_plumb,pct_occup_manu,rent_high_q,pct_occup_mgmt_prof,pct_hous_own_occ,age_pct16t24,violent_crimes_per_pop,squirrel_id
0.48,0.02,0.88,0.05,1.0,0.18,0.55,0.54,0.65,0.91,0.04,_576_
0.53,0.04,0.94,0.04,0.04,0.32,0.57,0.53,0.84,0.22,0.05,_577_
0.52,0.0,0.95,0.15,0.23,0.45,0.13,0.35,0.55,0.27,0.8,_578_
0.4,0.07,0.81,0.28,0.1,0.24,0.46,0.57,0.34,0.28,0.13,_579_
0.61,0.01,0.82,0.21,0.28,0.74,0.3,0.23,0.41,0.32,0.93,_580_
0.49,0.02,0.83,0.47,0.42,0.19,0.83,0.62,0.81,0.21,0.04,_581_
0.39,0.0,0.68,0.1,0.48,0.42,0.49,0.37,0.49,0.27,0.08,_582_
0.8,0.02,0.58,0.01,0.27,0.29,0.99,0.57,0.78,0.22,0.1,_583_
0.55,0.01,0.96,0.26,0.09,0.29,0.63,0.58,0.59,0.31,0.08,_584_
0.53,0.05,0.9,0.07,0.24,0.24,0.42,0.68,0.78,0.22,0.05,_585_
0.44,0.06,0.65,0.32,0.13,0.3,0.63,0.44,0.74,0.27,0.17,_586_
0.51,0.0,0.84,0.0,0.2,0.47,0.44,0.31,0.76,0.27,0.04,_587_
0.62,0.02,0.64,0.08,0.08,0.11,0.61,0.77,0.82,0.16,0.09,_588_
0.47,0.0,0.94,0.01,0.28,0.47,0.24,0.43,0.88,0.18,0.1,_589_
0.35,0.01,0.98,0.05,0.24,0.37,0.13,0.52,0.51,0.43,0.09,_590_
0.43,0.01,0.97,0.0,0.11,0.68,0.2,0.25,0.48,0.29,0.21,_591_
0.45,0.08,0.98,0.09,0.15,0.58,0.2,0.24,0.52,0.29,0.59,_592_
0.34,0.02,0.72,0.02,0.64,0.37,0.28,0.41,0.47,0.29,0.07,_593_
0.51,0.0,0.93,0.02,0.21,0.56,0.32,0.42,0.78,0.2,0.07,_594_
0.44,0.01,0.95,0.02,0.0,0.51,0.24,0.43,0.66,0.22,0.03,_595_
0.49,0.01,0.98,0.01,0.19,0.47,0.21,0.37,0.66,0.24,0.16,_596_
1.0,0.07,0.0,0.8,1.0,1.0,0.48,0.05,0.09,0.55,0.62,_597_
0.39,0.01,0.93,0.18,0.5,0.8,0.16,0.33,0.45,0.28,0.13,_598_
0.62,0.02,0.92,0.11,0.0,0.14,1.0,0.76,0.8,0.3,0.05,_599_
0.44,0.06,0.59,1.0,0.25,0.15,0.73,0.68,0.4,0.26,0.15,_600_
0.48,0.0,0.91,0.05,0.0,0.43,0.34,0.35,0.39,1.0,0.04,_601_
0.36,0.05,0.38,0.05,0.21,0.61,0.26,0.25,0.34,0.43,0.15,_602_
0.14,0.06,0.75,0.08,0.28,0.25,0.58,0.37,0.68,0.12,0.34,_603_
0.64,0.01,0.66,1.0,0.21,0.05,0.98,0.99,0.73,0.22,0.04,_604_
0.69,0.13,0.63,0.57,0.57,0.54,0.38,0.23,0.39,0.35,0.85,_605_
0.37,0.07,0.84,0.35,0.48,0.38,0.24,0.43,0.3,0.41,0.12,_606_
0.69,0.02,0.84,0.67,0.05,0.31,0.68,0.37,0.9,0.3,0.03,_607_
0.43,0.06,0.75,0.44,0.13,0.19,0.94,0.55,0.54,0.24,0.16,_608_
0.5,0.0,0.86,0.07,0.0,0.22,0.43,0.68,0.89,0.22,0.09,_609_
0.37,0.0,0.99,0.0,0.26,0.84,0.12,0.24,0.47,0.33,0.38,_610_
0.64,0.03,0.64,1.0,0.89,0.49,0.51,0.31,0.09,0.33,1.0,_611_
0.47,0.04,0.81,0.04,0.25,0.28,0.68,0.57,0.49,0.32,0.21,_612_
0.1,0.0,0.81,0.08,0.06,0.42,0.27,0.3,0.66,0.12,0.54,_613_
1.0,0.04,0.0,0.55,0.5,1.0,0.53,0.03,0.12,0.5,0.36,_614_
0.19,0.02,0.88,0.05,0.05,0.27,0.61,0.36,0.69,0.16,0.18,_615_
0.38,0.02,0.9,0.08,0.18,0.74,0.16,0.28,0.52,0.24,0.05,_616_
0.54,0.16,0.59,0.11,0.32,0.36,0.59,0.37,0.41,0.34,0.26,_617_
0.49,0.13,0.89,0.17,0.12,0.31,0.43,0.47,0.68,0.27,0.11,_618_
0.51,0.01,0.82,0.04,0.31,0.23,0.33,0.48,0.65,0.26,0.08,_619_
0.51,0.17,0.87,0.08,0.38,0.36,0.21,0.42,0.51,0.31,0.52,_620_
0.53,0.02,0.69,0.17,0.32,0.47,0.5,0.35,0.38,0.33,0.2,_621_
0.42,0.02,0.89,0.06,0.25,0.34,0.29,0.38,0.58,0.23,0.06,_622_
0.35,0.01,0.89,0.23,0.06,0.36,0.54,0.39,0.38,0.28,0.12,_623_
0.49,0.0,0.94,0.02,0.19,0.46,0.25,0.37,0.91,0.24,0.07,_624_
0.48,0.01,0.88,0.16,0.15,0.15,0.63,0.79,0.77,0.21,0.08,_625_
0.4,0.01,0.95,0.0,0.32,0.71,0.13,0.25,0.64,0.23,0.1,_626_
0.06,0.0,0.89,0.01,0.0,0.2,0.54,0.68,0.62,0.13,0.26,_627_
0.24,0.0,0.86,0.73,0.0,0.04,1.0,0.99,0.58,0.09,0.12,_628_
0.81,0.08,0.0,0.33,0.4,0.55,0.59,0.31,0.36,0.4,0.53,_629_
0.52,0.01,0.98,0.01,1.0,0.75,0.09,0.32,0.56,0.3,0.28,_630_
0.46,0.01,0.94,0.08,0.2,0.39,0.13,0.39,0.48,0.27,0.2,_631_
0.63,0.04,0.92,0.02,0.06,0.04,0.67,0.81,0.91,0.22,0.01,_632_
0.42,0.0,0.93,0.0,0.41,0.51,0.18,0.33,0.59,0.35,0.43,_633_
0.7,0.55,0.43,0.12,0.47,0.34,0.33,0.43,0.36,0.37,0.59,_634_
0.58,0.26,0.7,0.07,0.21,0.32,0.38,0.43,0.45,0.31,0.4,_635_
0.59,0.04,0.79,0.2,0.21,0.45,0.42,0.34,0.49,0.29,0.09,_636_
0.6,0.0,0.12,0.01,0.77,0.37,0.11,0.26,0.57,0.27,0.22,_637_
0.56,0.0,0.89,0.13,0.0,0.23,0.23,0.6,0.68,0.31,0.07,_638_
0.79,0.07,0.4,0.03,0.32,0.48,0.33,0.38,0.31,0.36,0.23,_639_
0.36,0.19,0.96,0.09,0.13,0.53,0.19,0.31,0.5,0.3,0.24,_640_
0.51,0.01,0.92,0.06,0.26,0.17,0.64,0.82,0.93,0.26,0.0,_641_
0.54,0.03,0.91,0.03,0.46,0.34,0.59,0.48,0.55,0.26,0.09,_642_
0.23,0.0,0.89,0.54,0.14,0.11,0.34,0.65,0.04,1.0,0.24,_643_
0.14,0.01,0.84,0.06,0.22,0.09,1.0,0.92,0.26,0.27,0.22,_644_
0.6,0.01,0.93,0.21,0.11,0.38,0.44,0.49,0.59,0.37,0.13,_645_
0.35,0.06,0.91,0.07,0.14,0.48,0.32,0.34,0.47,0.25,0.22,_646_
0.28,0.01,0.87,0.26,0.23,0.39,0.44,0.35,0.34,0.28,0.23,_647_
0.35,0.09,0.53,0.23,0.11,0.2,0.87,0.7,0.22,0.26,0.17,_648_
0.42,0.02,0.93,0.02,0.42,0.58,0.21,0.23,0.47,0.32,0.29,_649_
0.37,0.04,0.95,0.07,0.11,0.18,0.14,0.57,0.51,0.31,0.09,_650_
0.34,0.01,0.93,0.0,0.34,0.39,0.39,0.51,0.35,1.0,0.15,_651_
0.48,0.06,0.85,0.08,0.34,0.35,0.26,0.39,0.43,0.39,0.06,_652_
0.3,0.03,0.63,0.43,0.1,0.18,0.83,0.58,0.35,0.19,0.11,_653_
0.37,0.01,0.67,0.05,0.13,0.01,1.0,1.0,0.93,0.2,0.04,_654_
0.45,0.01,0.93,0.0,1.0,0.39,0.14,0.44,0.45,0.94,0.74,_655_
0.44,0.03,0.85,0.14,0.03,0.12,0.74,0.78,0.76,0.22,0.02,_656_
0.43,0.02,0.95,0.08,0.0,0.15,0.38,0.67,0.67,0.25,0.01,_657_
0.42,0.0,0.96,0.01,0.32,0.72,0.24,0.34,0.48,0.33,0.3,_658_
0.45,0.01,0.97,0.03,0.56,0.62,0.08,0.31,0.61,0.26,0.27,_659_
0.29,0.01,0.95,0.0,0.11,0.85,0.16,0.3,0.48,0.31,0.26,_660_
0.44,0.0,0.8,0.01,0.0,0.42,0.26,0.3,0.29,0.31,0.51,_661_
0.4,0.01,0.92,0.03,0.1,0.23,0.41,0.59,0.73,0.69,0.03,_662_
0.46,0.21,0.78,0.08,0.13,0.24,0.44,0.57,0.4,0.67,0.23,_663_
0.6,0.0,0.74,0.28,0.34,0.44,0.65,0.44,0.5,0.31,0.28,_664_
1.0,0.0,0.97,0.19,0.21,0.24,0.32,0.59,0.84,0.28,0.05,_665_
0.34,0.01,0.94,0.02,0.21,1.0,0.13,0.23,0.4,0.32,0.42,_666_
0.0,0.02,0.9,0.01,0.04,0.12,0.56,0.63,0.76,0.04,0.22,_667_
0.37,0.08,0.97,0.04,0.28,0.65,0.17,0.23,0.56,0.38,0.18,_668_
0.4,0.01,0.86,0.13,0.14,0.24,0.4,0.46,0.39,0.33,0.12,_669_
0.36,0.03,0.74,0.08,0.09,0.02,1.0,1.0,0.89,0.12,0.04,_670_
0.58,0.02,0.9,0.17,0.11,0.34,0.42,0.5,0.7,0.25,0.11,_671_
0.34,0.06,0.74,0.18,0.02,0.29,0.47,0.39,0.49,0.23,0.48,_672_
0.47,0.02,0.81,0.17,0.15,0.22,0.73,0.6,0.65,0.2,0.11,_673_
0.47,0.0,0.97,0.01,0.07,0.77,0.19,0.15,0.52,0.35,0.1,_674_
0.34,0.01,0.9,0.02,0.36,0.47,0.28,0.45,0.42,0.46,0.81,_675_
0.58,0.01,0.89,0.12,0.12,0.09,1.0,1.0,0.92,0.24,0.1,_676_
0.42,0.01,0.93,0.01,0.71,0.37,0.2,0.43,0.31,1.0,0.15,_677_
0.4,0.07,0.82,0.17,0.18,0.2,0.63,0.58,0.65,0.3,0.07,_678_
0.38,0.0,0.97,0.01,0.13,0.81,0.11,0.27,0.67,0.23,0.06,_679_
0.46,0.26,0.89,0.16,0.18,0.37,0.33,0.4,0.38,0.38,0.35,_680_
0.69,0.01,0.62,0.0,0.4,0.76,0.26,0.21,0.57,0.3,0.11,_681_
0.65,0.0,0.53,0.01,0.2,0.43,0.51,0.33,0.6,0.26,0.16,_682_
0.42,0.0,0.76,0.06,0.35,0.57,0.44,0.29,0.49,0.33,0.03,_683_
0.38,0.0,0.92,0.13,0.0,0.18,0.32,0.77,0.49,0.24,0.31,_684_
0.4,0.17,0.53,0.14,0.17,0.23,0.88,0.69,0.36,0.27,0.1,_685_
0.37,0.03,0.92,0.01,0.1,0.39,0.29,0.46,0.4,0.55,0.05,_686_
0.35,0.01,0.97,0.07,0.0,0.43,0.26,0.45,0.55,0.28,0.05,_687_
0.54,0.11,0.51,0.13,0.2,0.4,0.64,0.44,0.48,0.35,0.19,_688_
0.37,0.02,0.88,0.14,0.16,0.35,0.33,0.38,0.66,0.24,0.22,_689_
0.5,0.01,0.5,0.01,0.15,0.63,0.45,0.25,0.74,0.29,0.14,_690_
0.72,0.01,0.1,0.0,0.5,0.29,0.16,0.29,0.49,0.37,0.29,_691_
0.29,0.02,0.7,0.53,0.07,0.11,0.69,0.71,0.3,0.58,0.23,_692_
0.5,0.01,0.84,1.0,0.19,0.06,1.0,0.86,0.86,0.19,0.01,_693_
0.61,0.13,0.73,0.04,0.18,0.31,0.44,0.5,0.62,0.27,0.09,_694_
0.34,0.01,0.96,0.0,0.52,0.97,0.12,0.17,0.61,0.25,0.2,_695_
0.44,0.44,0.85,0.07,0.1,0.28,0.32,0.49,0.44,0.34,0.21,_696_
0.6,0.0,0.94,0.18,0.42,0.62,0.32,0.2,0.69,0.29,0.07,_697_
0.73,0.08,0.32,0.02,0.31,0.45,0.52,0.21,0.43,0.36,0.32,_698_
0.43,0.02,0.59,0.11,0.13,0.28,0.73,0.45,0.32,0.27,0.53,_699_
0.38,0.06,0.69,0.33,0.22,0.41,0.52,0.31,0.51,0.29,0.16,_700_
0.38,0.01,0.89,0.1,0.72,0.46,0.24,0.3,0.39,0.55,0.24,_701_
0.97,0.03,0.0,0.01,0.83,0.38,0.16,0.5,0.48,0.51,0.2,_702_
0.4,0.03,0.86,0.15,0.17,0.33,0.54,0.45,0.48,0.31,0.08,_703_
0.39,0.01,0.94,0.17,0.26,0.19,0.38,0.57,0.23,0.44,0.1,_704_
0.57,0.04,0.89,0.44,0.03,0.24,0.67,0.5,0.74,0.3,0.17,_705_
0.46,0.03,0.76,0.01,0.25,0.22,0.26,0.44,0.2,1.0,0.31,_706_
0.52,0.1,0.85,0.19,0.07,0.34,0.41,0.45,0.58,0.29,0.13,_707_
0.53,0.13,0.34,0.1,0.24,0.42,0.64,0.36,0.41,0.34,0.21,_708_
0.72,0.0,0.68,0.59,0.0,0.08,1.0,0.87,0.98,0.29,0.04,_709_
0.58,0.03,0.58,0.01,0.14,0.39,0.3,0.28,0.45,0.3,0.28,_710_
0.33,0.01,0.91,0.06,0.08,0.4,0.42,0.51,0.64,0.2,0.13,_711_
0.58,0.02,0.92,0.27,0.21,0.19,0.72,0.69,0.8,0.27,0.04,_712_
0.13,0.0,0.83,0.05,0.0,0.12,0.56,0.54,0.83,0.09,0.07,_713_
0.86,0.2,0.35,0.05,0.21,0.6,0.61,0.24,0.49,0.4,0.48,_714_
0.49,0.06,0.71,0.09,0.1,0.37,0.59,0.43,0.65,0.27,0.06,_715_
0.52,0.1,0.81,0.05,0.36,0.39,0.19,0.4,0.49,0.35,0.37,_716_
0.58,0.07,0.53,0.1,0.34,0.57,0.41,0.31,0.61,0.32,0.37,_717_
0.37,0.01,0.96,0.0,0.3,0.92,0.16,0.34,0.52,0.22,0.28,_718_
0.62,0.03,0.36,0.16,0.23,0.28,0.58,0.25,0.54,0.29,0.51,_719_
0.35,0.0,0.88,0.06,0.34,0.12,0.37,0.59,0.39,1.0,0.01,_720_
0.3,0.03,0.86,0.01,0.22,0.39,0.19,0.4,0.38,0.35,0.24,_721_
0.44,0.01,0.49,0.26,0.15,0.4,0.66,0.3,0.54,0.26,0.05,_722_
0.5,0.08,0.85,0.09,0.06,0.26,0.8,0.5,0.61,0.28,0.13,_723_
0.45,0.0,0.99,0.01,0.56,0.67,0.19,0.2,0.53,0.33,0.09,_724_
0.46,0.14,0.55,0.17,0.29,0.26,0.9,0.49,0.25,0.41,0.19,_725_
0.56,0.04,0.95,0.13,0.57,0.62,0.09,0.18,0.5,0.3,1.0,_726_
0.38,0.03,0.88,0.02,0.28,0.21,0.24,0.57,0.32,0.95,0.12,_727_
0.38,0.02,0.86,0.03,0.04,0.43,0.26,0.38,0.4,1.0,0.1,_728_
0.29,0.0,0.9,0.04,0.31,0.51,0.43,0.31,0.86,0.17,0.06,_729_
0.43,0.01,0.81,0.02,0.04,0.56,0.4,0.35,0.38,0.25,0.18,_730_
0.92,0.01,0.95,0.03,0.0,0.48,0.18,0.35,0.63,0.36,0.1,_731_
0.48,0.01,0.92,0.07,0.4,0.39,0.46,0.24,0.81,0.21,0.1,_732_
0.39,0.01,0.66,0.48,0.09,0.15,0.66,0.86,0.26,0.25,0.04,_733_
0.32,0.03,0.51,0.12,0.17,0.31,0.33,0.23,0.45,0.24,0.69,_734_
0.53,0.0,0.8,0.0,0.81,0.78,0.14,0.32,0.49,0.37,0.25,_735_
0.6,0.05,0.92,0.95,0.08,0.29,0.23,0.59,0.58,0.31,0.14,_736_
0.31,0.03,0.89,0.25,0.2,0.37,0.35,0.34,0.4,0.25,0.32,_737_
0.26,0.0,0.97,0.03,0.06,0.44,0.19,0.36,0.44,0.33,0.3,_738_
0.44,0.01,0.91,0.0,0.21,0.37,0.22,0.33,0.69,0.25,0.06,_739_
0.4,0.06,0.97,0.01,0.24,0.45,0.19,0.36,0.51,0.55,0.24,_740_
0.39,0.0,0.96,0.0,0.7,0.34,0.14,0.43,0.41,1.0,0.05,_741_
0.33,0.01,0.92,0.35,0.05,0.33,0.48,0.36,0.69,0.17,0.15,_742_
0.28,0.01,0.92,0.06,0.07,0.3,0.42,0.5,0.63,0.27,0.04,_743_
0.51,0.09,0.65,0.13,0.38,0.38,0.67,0.49,0.51,0.34,0.11,_744_
0.47,0.0,0.74,0.01,0.47,0.3,0.25,0.37,0.61,0.29,0.11,_745_
0.52,0.03,0.84,0.02,0.06,0.16,0.43,0.7,0.52,0.29,0.29,_746_
0.64,0.09,0.86,0.54,0.1,0.23,0.75,0.61,0.84,0.29,0.03,_747_
0.47,0.01,0.64,0.02,0.11,0.38,0.44,0.42,0.83,0.29,0.04,_748_
0.39,0.25,0.79,0.2,0.17,0.29,0.4,0.42,0.26,0.51,0.95,_749_
0.33,0.04,0.86,0.01,0.09,0.23,0.23,0.57,0.24,1.0,0.11,_750_
0.51,0.04,0.88,0.04,0.17,0.51,0.33,0.29,0.46,0.35,0.59,_751_
0.62,0.0,0.92,0.14,0.1,0.13,0.62,0.78,0.87,0.28,0.02,_752_
0.31,0.01,0.9,0.23,0.0,0.18,0.31,0.51,0.32,1.0,0.05,_753_
0.26,0.12,0.84,0.31,0.17,0.12,0.54,0.76,0.33,0.86,0.09,_754_
0.39,0.01,0.89,0.04,0.3,0.29,0.16,0.4,0.5,0.3,0.05,_755_
0.5,0.03,0.87,0.59,0.15,0.1,1.0,0.88,0.78,0.2,0.06,_756_
0.52,0.28,0.64,0.05,0.3,0.3,0.27,0.44,0.45,0.58,0.27,_757_
0.51,0.12,0.55,0.04,0.27,0.42,0.25,0.35,0.5,0.43,0.21,_758_
0.74,0.06,0.68,0.4,0.39,0.66,0.58,0.31,0.39,0.36,0.65,_759_
0.51,0.0,0.74,0.0,0.24,0.69,0.14,0.25,0.41,0.29,0.07,_760_
0.38,0.0,0.97,0.01,0.24,0.55,0.13,0.29,0.62,0.22,0.05,_761_
0.54,0.01,0.54,0.03,0.32,0.47,0.37,0.24,0.61,0.24,0.26,_762_
0.59,0.05,0.93,0.03,0.64,0.51,0.23,0.38,0.34,0.4,0.6,_763_
0.49,0.0,0.96,0.03,0.0,0.34,0.42,0.47,0.66,0.24,0.06,_764_
0.54,0.04,0.8,0.06,0.06,0.3,0.68,0.51,0.77,0.25,0.02,_765_
0.35,0.04,0.95,0.0,0.16,0.24,0.2,0.56,0.67,0.2,0.21,_766_
0.42,0.0,0.98,0.1,0.0,0.32,0.31,0.47,0.67,0.27,0.04,_767_
0.31,0.02,0.86,0.25,0.05,0.17,0.62,0.65,0.42,0.3,0.26,_768_
0.48,0.07,0.73,1.0,0.15,0.33,0.65,0.45,0.29,0.32,0.37,_769_
0.37,0.0,0.98,0.01,0.36,0.36,0.31,0.42,0.6,0.25,0.08,_770_
0.31,0.09,0.7,0.04,0.07,0.14,0.6,0.49,0.74,0.19,0.13,_771_
0.28,0.03,0.73,0.22,0.0,0.16,0.96,0.66,0.68,0.14,0.08,_772_
0.47,0.09,0.88,0.1,0.09,0.34,0.66,0.36,0.82,0.23,0.05,_773_
0.44,0.01,0.73,0.98,0.14,0.02,0.97,1.0,0.8,0.2,0.05,_774_
0.38,0.03,0.89,0.07,0.1,0.32,0.46,0.6,0.7,0.16,0.05,_775_
0.2,0.02,0.9,0.06,0.18,0.25,0.42,0.22,0.55,0.17,0.33,_776_
0.41,0.04,0.91,0.38,0.07,0.18,0.21,0.73,0.54,0.23,0.1,_777_
0.37,0.02,0.94,0.0,0.23,0.67,0.23,0.31,0.56,0.27,0.08,_778_
0.35,0.05,0.93,0.08,0.13,0.26,0.4,0.59,0.53,0.25,0.17,_779_
0.55,0.01,0.84,0.37,0.0,0.14,1.0,0.83,0.95,0.23,0.02,_780_
0.43,0.02,0.96,0.01,0.13,0.35,0.38,0.54,0.44,0.25,0.21,_781_
0.47,0.01,0.87,0.33,0.08,0.07,1.0,0.99,0.75,0.23,0.02,_782_
0.51,0.0,0.77,0.12,0.19,0.35,0.63,0.45,0.74,0.25,0.06,_783_
0.86,0.0,0.0,0.01,0.59,0.34,0.13,0.29,0.56,0.35,0.07,_784_
0.45,0.02,0.72,0.63,0.17,0.37,0.64,0.43,0.37,0.25,0.31,_785_
0.55,0.03,0.92,0.03,0.25,0.46,0.22,0.31,0.34,0.45,0.34,_786_
0.49,0.05,0.93,0.01,0.4,0.57,0.18,0.33,0.25,0.36,0.61,_787_
0.58,0.01,0.96,0.01,1.0,0.63,0.11,0.37,0.42,0.46,0.25,_788_
0.47,0.16,0.6,0.18,0.29,0.54,0.39,0.32,0.37,0.31,0.23,_789_
0.56,0.02,0.94,0.02,0.02,0.38,0.32,0.36,0.7,0.24,0.05,_790_
0.56,0.0,0.85,0.0,0.3,0.22,0.47,0.58,0.79,0.22,0.34,_791_
0.4,0.07,0.99,0.01,0.07,0.51,0.13,0.33,0.51,0.32,0.11,_792_
0.54,0.0,0.96,0.03,0.28,0.58,0.39,0.31,0.66,0.34,0.11,_793_
0.5,0.13,0.69,0.39,0.11,0.37,0.69,0.41,0.69,0.25,0.17,_794_
0.9,0.03,0.0,0.03,0.87,0.35,0.19,0.29,0.53,0.4,0.12,_795_
0.77,0.02,0.0,0.01,0.67,0.4,0.13,0.28,0.62,0.32,0.28,_796_
0.33,0.01,0.92,0.12,0.67,0.46,0.1,0.35,0.55,0.21,0.03,_797_
0.72,0.09,0.63,0.05,0.13,0.34,0.55,0.36,0.65,0.25,0.49,_798_
0.87,0.16,0.17,0.13,0.42,0.41,0.57,0.23,0.33,0.39,0.5,_799_
0.36,0.03,0.69,0.21,0.03,0.2,0.58,0.6,0.77,0.19,0.09,_800_
0.55,0.02,0.84,0.07,0.13,0.26,0.6,0.54,0.41,0.35,0.08,_801_
0.47,0.01,0.78,0.01,0.17,0.18,0.62,0.42,0.85,0.08,0.1,_802_
0.51,0.0,0.96,0.01,0.0,0.44,0.31,0.42,0.71,0.24,0.06,_803_
0.43,0.05,0.88,0.27,0.49,0.25,0.36,0.74,0.5,0.31,0.26,_804_
0.48,0.0,0.93,0.02,0.29,0.69,0.22,0.32,0.58,0.28,0.01,_805_
0.42,0.01,0.87,0.0,0.39,0.41,0.21,0.31,0.72,0.22,0.06,_806_
0.26,0.02,0.91,0.09,0.09,0.15,0.5,0.77,0.61,0.36,0.36,_807_
0.44,0.1,0.51,0.18,0.44,0.73,0.34,0.24,0.32,0.3,0.19,_808_
0.59,0.03,0.9,0.15,0.19,0.35,0.25,0.41,0.53,0.31,0.11,_809_
0.37,0.08,0.74,0.24,0.05,0.15,0.68,0.79,0.7,0.23,0.09,_810_
0.55,0.02,0.87,0.1,0.09,0.28,0.56,0.34,0.84,0.29,0.17,_811_
0.47,0.16,0.69,0.56,0.05,0.26,0.7,0.47,0.53,0.3,0.22,_812_
0.58,0.02,0.89,0.05,0.09,0.16,0.5,0.7,0.72,0.25,0.08,_813_
0.62,0.0,0.79,0.02,0.0,0.1,0.91,0.77,0.96,0.23,0.01,_814_
0.44,0.08,0.63,0.96,0.25,0.43,0.45,0.38,0.25,0.25,0.2,_815_
0.6,0.0,0.9,0.17,0.2,0.3,0.67,0.33,0.89,0.22,0.04,_816_
0.57,0.06,0.91,0.13,0.11,0.29,0.66,0.41,0.69,0.28,0.37,_817_
0.41,0.03,0.7,0.08,0.11,0.22,0.67,0.53,0.79,0.24,0.03,_818_
0.42,0.0,0.93,0.0,0.36,0.52,0.15,0.43,0.43,0.49,0.07,_819_
0.64,0.0,0.32,0.01,0.57,0.49,0.18,0.26,0.55,0.3,0.51,_820_
0.68,0.05,0.53,0.08,0.16,0.33,0.88,0.54,0.58,0.45,0.14,_821_
0.49,0.16,0.96,0.15,0.37,0.48,0.18,0.31,0.38,0.36,0.34,_822_
0.4,0.02,0.95,0.0,0.67,0.65,0.17,0.23,0.61,0.24,0.33,_823_
0.47,0.0,0.56,0.22,0.32,0.01,1.0,1.0,1.0,0.23,0.03,_824_
0.27,0.02,0.92,0.04,0.24,0.11,0.26,0.76,0.42,0.48,0.15,_825_
0.91,0.01,0.02,0.07,0.26,0.66,0.21,0.07,0.47,0.38,0.13,_826_
0.44,0.03,0.87,0.01,0.18,0.28,0.27,0.42,0.36,0.46,0.22,_827_
0.45,0.0,0.86,0.01,0.29,0.45,0.19,0.35,0.52,0.48,0.31,_828_
0.37,0.07,0.97,0.12,0.49,0.85,0.1,0.26,0.51,0.28,0.16,_829_
0.46,0.0,0.95,0.01,0.21,0.44,0.16,0.37,0.5,0.34,0.62,_830_
0.6,0.01,0.71,0.48,0.13,0.58,0.51,0.26,0.02,0.29,0.85,_831_
0.59,0.0,0.97,0.04,1.0,0.85,0.22,0.2,0.39,0.36,0.55,_832_
0.54,0.01,0.71,0.03,0.14,0.63,0.13,0.26,0.54,0.37,0.13,_833_
0.26,0.03,0.65,0.16,0.18,0.29,0.44,0.31,0.37,0.29,0.66,_834_
0.44,0.0,0.77,0.06,0.29,0.52,0.42,0.35,0.6,0.28,0.06,_835_
0.55,0.06,0.93,0.02,0.11,0.34,0.44,0.48,0.86,0.24,0.03,_836_
0.51,0.96,0.79,1.0,0.47,0.19,0.53,0.66,0.23,0.41,1.0,_837_
0.39,0.0,0.81,0.05,0.1,0.26,0.8,0.57,0.72,0.18,0.06,_838_
0.42,0.01,0.95,0.0,0.46,0.72,0.17,0.36,0.49,0.26,0.51,_839_
0.38,0.01,0.95,0.01,0.2,0.4,0.18,0.49,0.52,0.3,0.19,_840_
0.53,0.03,0.89,0.28,1.0,0.2,0.68,0.63,0.49,0.22,0.05,_841_
0.63,0.0,0.83,0.14,0.36,0.23,0.61,0.54,0.66,0.32,0.01,_842_
0.56,0.03,0.88,0.07,0.07,0.13,0.74,0.81,0.85,0.34,0.01,_843_
0.29,0.01,0.49,0.98,0.14,0.13,0.79,0.92,0.32,0.2,0.25,_844_
0.46,0.12,0.9,0.17,0.25,0.59,0.18,0.3,0.43,0.35,0.12,_845_
0.55,0.0,0.98,0.01,0.0,0.33,0.31,0.34,0.67,0.24,0.06,_846_
0.39,0.08,0.93,0.07,0.36,0.48,0.12,0.35,0.54,0.59,0.13,_847_
0.4,0.0,0.93,1.0,0.0,0.32,0.23,0.34,0.58,0.23,0.1,_848_
0.37,0.02,0.96,0.03,0.34,0.46,0.14,0.33,0.51,0.74,0.06,_849_
0.87,0.1,0.59,0.05,0.11,0.57,0.53,0.26,0.65,0.31,0.57,_850_
0.31,0.0,0.91,0.01,0.37,0.38,0.17,0.35,0.2,1.0,0.08,_851_
0.35,0.01,0.94,0.0,0.22,0.18,0.16,0.57,0.54,0.22,0.49,_852_
0.85,0.03,0.39,0.1,0.27,0.64,0.6,0.22,0.53,0.39,0.54,_853_
0.53,0.02,0.91,0.02,0.06,0.09,0.51,0.76,0.66,0.22,0.05,_854_
0.36,0.01,0.97,0.02,0.43,0.74,0.17,0.25,0.51,0.43,0.03,_855_
0.53,0.01,0.82,0.47,0.3,0.1,1.0,0.72,0.83,0.25,0.08,_856_
0.53,0.06,0.54,0.0,0.26,0.52,0.2,0.36,0.63,0.32,0.34,_857_
0.41,0.08,0.86,0.17,0.14,0.58,0.17,0.23,0.46,0.28,0.3,_858_
0.39,0.01,0.89,0.08,0.06,0.08,0.95,0.87,0.83,0.18,0.02,_859_
0.55,0.02,0.59,0.65,0.25,0.26,0.72,0.46,0.66,0.24,0.06,_860_
0.54,0.1,0.76,0.03,0.16,0.12,1.0,0.68,0.78,0.26,0.09,_861_
0.5,0.07,0.76,0.03,0.06,0.29,0.65,0.38,0.82,0.15,0.17,_862_
0.47,0.04,0.56,0.32,0.06,0.55,0.56,0.27,0.53,0.25,0.22,_863_
0.51,0.0,0.91,0.12,0.08,0.46,0.49,0.43,0.66,0.2,0.19,_864_
