id,pct_not_speak_engl_well,rent_low_q,num_immig,pers_per_occup_hous,pct_teen2_par,householdsize,pers_per_own_occ_hous,pct_employ,pct_same_house85,pct_pop_under_pov,violent_crimes_per_pop
601,0.07,0.28,0.0,0.44,0.67,0.67,0.58,0.65,0.22,0.38,0.04
602,0.16,0.22,0.01,0.33,0.58,0.36,0.47,0.46,0.51,0.36,0.15
603,0.19,0.5,0.05,0.12,0.3,0.1,0.09,0.21,0.53,0.25,0.34
604,0.14,0.61,0.02,0.67,0.92,0.61,0.74,0.68,0.3,0.07,0.04
605,0.31,0.23,0.04,0.55,0.1,0.56,0.58,0.37,0.67,0.47,0.85
606,0.08,0.22,0.02,0.26,0.51,0.28,0.36,0.3,0.54,0.53,0.12
607,0.05,0.21,0.01,0.71,0.89,0.66,0.74,0.61,0.89,0.05,0.03
608,0.12,0.78,0.04,0.45,0.7,0.42,0.42,0.72,0.4,0.1,0.16
609,0.06,0.12,0.0,0.57,0.79,0.53,0.58,0.58,0.85,0.08,0.09
610,0.02,0.06,0.0,0.34,0.51,0.33,0.36,0.35,0.63,0.45,0.38
611,0.37,0.41,0.04,0.44,0.08,0.4,0.71,0.47,0.65,0.47,1.0
612,0.18,0.59,0.02,0.43,0.71,0.42,0.52,0.7,0.59,0.14,0.21
613,0.12,0.28,0.01,0.1,0.52,0.1,0.07,0.13,0.55,0.26,0.54
614,1.0,0.49,0.13,1.0,0.5,1.0,1.0,0.34,0.34,0.7,0.36
615,0.04,0.5,0.01,0.23,0.4,0.21,0.19,0.21,0.58,0.24,0.18
616,0.04,0.12,0.0,0.3,0.48,0.28,0.36,0.28,0.85,0.35,0.05
617,0.49,0.58,0.12,0.53,0.56,0.5,0.47,0.55,0.18,0.29,0.26
618,0.06,0.35,0.02,0.52,0.66,0.48,0.55,0.73,0.57,0.15,0.11
619,0.1,0.32,0.0,0.58,0.66,0.54,0.63,0.73,0.51,0.11,0.08
620,0.08,0.15,0.02,0.43,0.38,0.43,0.45,0.38,0.59,0.56,0.52
621,0.26,0.44,0.02,0.48,0.34,0.49,0.49,0.51,0.55,0.36,0.2
622,0.07,0.29,0.01,0.45,0.71,0.43,0.47,0.56,0.45,0.17,0.06
623,0.05,0.58,0.01,0.25,0.63,0.24,0.45,0.64,0.58,0.06,0.12
624,0.06,0.22,0.0,0.57,0.84,0.52,0.54,0.48,0.74,0.13,0.07
625,0.04,0.48,0.0,0.51,0.73,0.49,0.55,0.52,0.66,0.06,0.08
626,0.01,0.13,0.0,0.38,0.59,0.37,0.41,0.37,0.63,0.32,0.1
627,0.06,0.42,0.01,0.12,0.69,0.1,0.11,0.22,0.5,0.13,0.26
628,0.03,0.78,0.01,0.21,0.42,0.2,0.27,0.65,0.57,0.07,0.12
629,1.0,0.56,0.16,0.78,0.44,0.72,0.75,0.42,0.6,0.36,0.53
630,0.02,0.0,0.0,0.47,0.59,0.46,0.49,0.42,0.59,0.54,0.28
631,0.01,0.14,0.0,0.35,0.62,0.34,0.44,0.36,0.67,0.44,0.2
632,0.03,0.54,0.01,0.72,0.87,0.66,0.73,0.68,0.51,0.01,0.01
633,0.12,0.16,0.0,0.36,0.69,0.38,0.33,0.36,0.56,0.36,0.43
634,0.63,0.3,0.41,0.59,0.41,0.57,0.51,0.37,0.34,0.64,0.59
635,0.22,0.33,0.09,0.54,0.53,0.52,0.57,0.51,0.33,0.39,0.4
636,0.27,0.35,0.02,0.61,0.62,0.58,0.58,0.66,0.38,0.21,0.09
637,0.75,0.07,0.01,0.5,0.56,0.46,0.47,0.0,0.6,0.91,0.22
638,0.08,0.25,0.0,0.56,0.62,0.53,0.57,0.53,0.6,0.18,0.07
639,0.76,0.3,0.07,0.7,0.53,0.66,0.55,0.36,0.33,0.67,0.23
640,0.04,0.16,0.01,0.29,0.45,0.3,0.35,0.43,0.58,0.38,0.24
641,0.04,0.36,0.0,0.62,0.8,0.63,0.6,0.62,0.6,0.04,0.0
642,0.04,0.57,0.01,0.53,0.69,0.49,0.65,0.81,0.4,0.09,0.09
643,0.12,0.35,0.0,0.15,0.5,0.12,0.31,0.72,0.0,0.79,0.24
644,0.06,0.89,0.01,0.11,0.32,0.09,0.21,0.98,0.25,0.13,0.22
645,0.06,0.46,0.0,0.59,0.59,0.54,0.71,0.71,0.61,0.13,0.13
646,0.07,0.27,0.01,0.37,0.61,0.35,0.4,0.41,0.31,0.38,0.22
647,0.08,0.44,0.01,0.27,0.3,0.33,0.33,0.54,0.25,0.18,0.23
648,0.46,0.75,0.1,0.25,0.53,0.23,0.24,0.81,0.26,0.15,0.17
649,0.03,0.13,0.0,0.42,0.49,0.39,0.41,0.46,0.58,0.38,0.29
650,0.02,0.14,0.0,0.28,0.62,0.36,0.4,0.46,0.49,0.25,0.09
651,0.03,0.22,0.0,0.39,0.59,0.65,0.38,0.13,0.24,0.86,0.15
652,0.07,0.22,0.01,0.43,0.61,0.53,0.46,0.37,0.51,0.31,0.06
653,0.22,0.73,0.03,0.19,0.58,0.19,0.36,0.59,0.54,0.11,0.11
654,0.19,1.0,0.01,0.53,0.93,0.48,0.52,0.47,0.79,0.04,0.04
655,0.05,0.04,0.0,0.36,0.45,0.69,0.29,0.2,0.38,0.66,0.74
656,0.04,0.47,0.01,0.47,0.79,0.43,0.51,0.68,0.66,0.05,0.02
657,0.03,0.46,0.0,0.45,0.7,0.42,0.54,0.85,0.4,0.06,0.01
658,0.04,0.11,0.0,0.37,0.36,0.37,0.41,0.47,0.5,0.39,0.3
659,0.02,0.05,0.0,0.37,0.7,0.38,0.4,0.33,0.56,0.51,0.27
660,0.04,0.13,0.0,0.26,0.61,0.28,0.27,0.54,0.55,0.33,0.26
661,0.21,0.24,0.01,0.36,0.36,0.4,0.35,0.27,0.41,0.43,0.51
662,0.03,0.31,0.0,0.41,0.79,0.62,0.47,0.59,0.47,0.03,0.03
663,0.1,0.4,0.07,0.38,0.61,0.39,0.51,0.68,0.25,0.35,0.23
664,0.25,0.49,0.01,0.56,0.48,0.52,0.56,0.58,0.64,0.2,0.28
665,0.02,0.27,0.0,1.0,0.86,1.0,1.0,0.69,0.61,0.08,0.05
666,0.09,0.11,0.0,0.32,0.33,0.29,0.26,0.48,0.62,0.49,0.42
667,0.07,0.29,0.01,0.1,0.5,0.09,0.08,0.04,0.59,0.15,0.22
668,0.02,0.13,0.0,0.32,0.34,0.33,0.32,0.39,0.59,0.47,0.18
669,0.08,0.35,0.01,0.37,0.67,0.36,0.45,0.45,0.33,0.2,0.12
670,0.06,1.0,0.02,0.47,0.79,0.45,0.47,0.55,0.83,0.02,0.04
671,0.06,0.33,0.01,0.59,0.69,0.53,0.65,0.81,0.47,0.12,0.11
672,0.13,0.52,0.07,0.31,0.27,0.28,0.27,0.42,0.33,0.26,0.48
673,0.08,0.57,0.02,0.49,0.53,0.44,0.53,0.71,0.38,0.13,0.11
674,0.02,0.14,0.0,0.5,0.6,0.47,0.51,0.38,0.6,0.43,0.1
675,0.09,0.22,0.0,0.24,0.28,0.34,0.23,0.15,0.35,0.54,0.81
676,0.03,0.18,0.01,0.68,0.75,0.63,0.68,0.73,0.83,0.02,0.1
677,0.06,0.1,0.0,0.33,0.3,0.63,0.35,0.23,0.27,0.88,0.15
678,0.06,0.56,0.02,0.36,0.76,0.38,0.44,0.56,0.69,0.1,0.07
679,0.03,0.09,0.0,0.32,0.49,0.36,0.31,0.32,0.59,0.31,0.06
680,0.05,0.28,0.05,0.45,0.46,0.44,0.47,0.59,0.37,0.37,0.35
681,0.27,0.17,0.01,0.64,0.52,0.62,0.59,0.46,0.6,0.43,0.11
682,0.47,0.44,0.01,0.71,0.51,0.65,0.65,0.57,0.54,0.16,0.16
683,0.06,0.34,0.0,0.44,0.6,0.4,0.49,0.67,0.46,0.17,0.03
684,0.02,0.33,0.0,0.22,0.63,0.21,0.39,0.61,0.64,0.18,0.31
685,0.29,0.8,0.18,0.36,0.6,0.32,0.4,0.73,0.42,0.11,0.1
686,0.05,0.28,0.01,0.36,0.55,0.34,0.42,0.47,0.38,0.4,0.05
687,0.02,0.28,0.0,0.34,0.66,0.32,0.47,0.62,0.57,0.09,0.05
688,0.38,0.58,0.08,0.53,0.54,0.52,0.52,0.51,0.53,0.19,0.19
689,0.03,0.25,0.0,0.37,0.71,0.4,0.43,0.53,0.72,0.16,0.22
690,0.36,0.34,0.02,0.51,0.8,0.47,0.56,0.61,0.84,0.09,0.14
691,0.43,0.05,0.0,0.59,0.56,0.56,0.6,0.3,0.58,0.81,0.29
692,0.15,0.78,0.02,0.25,0.52,0.23,0.18,0.81,0.19,0.24,0.23
693,0.07,0.91,0.01,0.58,0.84,0.54,0.57,0.54,0.75,0.03,0.01
694,0.21,0.39,0.04,0.6,0.61,0.55,0.62,0.78,0.22,0.25,0.09
695,0.05,0.1,0.0,0.32,0.32,0.3,0.3,0.41,0.73,0.42,0.2
696,0.06,0.28,0.09,0.4,0.58,0.38,0.46,0.59,0.33,0.28,0.21
697,0.03,0.32,0.0,0.54,0.72,0.49,0.55,0.45,0.81,0.23,0.07
698,0.9,0.47,0.09,0.71,0.56,0.66,0.59,0.47,0.35,0.44,0.32
699,0.33,0.62,0.02,0.37,0.56,0.34,0.32,0.63,0.43,0.27,0.53
700,0.13,0.41,0.04,0.36,0.51,0.35,0.43,0.6,0.66,0.13,0.16
701,0.04,0.15,0.0,0.33,0.29,0.38,0.41,0.34,0.58,0.37,0.24
702,1.0,0.04,0.04,0.9,0.6,0.9,0.91,0.26,0.55,0.9,0.2
703,0.08,0.45,0.01,0.36,0.6,0.34,0.48,0.74,0.6,0.13,0.08
704,0.03,0.44,0.0,0.32,0.54,0.33,0.63,0.91,0.25,0.13,0.1
705,0.05,0.45,0.01,0.55,0.75,0.54,0.62,0.5,0.91,0.09,0.17
706,0.15,0.24,0.01,0.31,0.48,0.91,0.37,0.04,0.17,0.8,0.31
707,0.11,0.37,0.02,0.5,0.58,0.45,0.58,0.83,0.4,0.16,0.13
708,0.51,0.64,0.16,0.52,0.58,0.5,0.58,0.52,0.5,0.2,0.21
709,0.12,0.7,0.01,0.85,0.94,0.84,0.82,0.52,0.75,0.03,0.04
710,0.36,0.24,0.02,0.57,0.39,0.54,0.55,0.42,0.43,0.41,0.28
711,0.03,0.47,0.0,0.34,0.77,0.32,0.43,0.59,0.6,0.08,0.13
712,0.02,0.44,0.01,0.58,0.81,0.54,0.65,0.65,0.84,0.04,0.04
713,0.09,0.5,0.01,0.17,1.0,0.15,0.18,0.31,0.64,0.12,0.07
714,0.77,0.54,0.2,0.84,0.6,0.78,0.78,0.58,0.34,0.35,0.48
715,0.23,0.31,0.04,0.49,0.74,0.45,0.57,0.58,0.78,0.11,0.06
716,0.06,0.07,0.0,0.44,0.36,0.43,0.46,0.29,0.6,0.63,0.37
717,0.39,0.34,0.02,0.58,0.46,0.58,0.58,0.43,0.69,0.28,0.37
718,0.03,0.13,0.0,0.32,0.37,0.29,0.34,0.4,0.7,0.41,0.28
719,0.67,0.45,0.05,0.54,0.53,0.49,0.42,0.5,0.25,0.35,0.51
720,0.03,0.31,0.0,0.4,0.63,1.0,0.47,0.22,0.07,0.56,0.01
721,0.07,0.14,0.01,0.2,0.32,0.24,0.25,0.3,0.28,0.57,0.24
722,0.31,0.46,0.02,0.46,0.65,0.42,0.48,0.51,0.8,0.07,0.05
723,0.09,0.69,0.02,0.54,0.64,0.49,0.54,0.75,0.45,0.12,0.13
724,0.02,0.17,0.0,0.44,0.64,0.44,0.47,0.46,0.56,0.28,0.09
725,0.52,0.84,0.14,0.41,0.48,0.4,0.42,0.78,0.31,0.23,0.19
726,0.01,0.02,0.0,0.47,0.13,0.44,0.46,0.17,0.74,0.79,1.0
727,0.05,0.19,0.01,0.29,0.63,0.4,0.41,0.44,0.24,0.56,0.12
728,0.08,0.23,0.01,0.33,0.54,0.51,0.35,0.38,0.36,0.57,0.1
729,0.05,0.29,0.0,0.37,0.64,0.36,0.36,0.42,0.87,0.14,0.06
730,0.2,0.31,0.01,0.39,0.44,0.4,0.37,0.38,0.3,0.35,0.18
731,0.02,0.18,0.0,0.86,0.78,0.79,0.89,0.47,0.58,0.34,0.1
732,0.03,0.41,0.0,0.47,0.6,0.49,0.43,0.38,0.62,0.2,0.1
733,0.2,0.63,0.02,0.29,0.52,0.26,0.5,0.7,0.56,0.14,0.04
734,0.53,0.35,0.04,0.24,0.38,0.24,0.2,0.36,0.39,0.45,0.69
735,0.26,0.07,0.01,0.46,0.4,0.49,0.4,0.28,0.46,0.71,0.25
736,0.06,0.19,0.01,0.52,0.72,0.48,0.6,0.59,0.49,0.27,0.14
737,0.08,0.27,0.01,0.23,0.44,0.21,0.29,0.58,0.42,0.28,0.32
738,0.01,0.22,0.0,0.23,0.49,0.2,0.29,0.49,0.55,0.25,0.3
739,0.03,0.23,0.0,0.46,0.85,0.42,0.48,0.52,0.74,0.16,0.06
740,0.03,0.16,0.0,0.38,0.67,0.41,0.41,0.53,0.42,0.43,0.24
741,0.05,0.12,0.0,0.29,0.65,0.62,0.4,0.39,0.26,0.72,0.05
742,0.03,0.43,0.0,0.31,0.58,0.31,0.38,0.52,0.66,0.12,0.15
743,0.04,0.34,0.0,0.28,0.76,0.41,0.36,0.34,0.63,0.08,0.04
744,0.31,0.49,0.07,0.46,0.75,0.47,0.5,0.63,0.56,0.14,0.11
745,0.08,0.23,0.0,0.53,0.53,0.49,0.53,0.63,0.45,0.29,0.11
746,0.08,0.42,0.01,0.5,0.54,0.45,0.48,0.72,0.24,0.18,0.29
747,0.05,0.46,0.03,0.66,0.83,0.62,0.69,0.58,0.8,0.05,0.03
748,0.17,0.24,0.01,0.53,0.74,0.49,0.57,0.5,0.99,0.08,0.04
749,0.15,0.36,0.08,0.28,0.27,0.36,0.34,0.66,0.27,0.41,0.95
750,0.06,0.22,0.02,0.23,0.7,0.41,0.36,0.38,0.17,0.7,0.11
751,0.09,0.27,0.01,0.45,0.29,0.45,0.43,0.47,0.45,0.43,0.59
752,0.01,0.57,0.0,0.69,0.78,0.63,0.72,0.75,0.77,0.0,0.02
753,0.04,0.23,0.0,0.27,0.55,0.72,0.35,0.23,0.26,0.62,0.05
754,0.08,0.42,0.05,0.22,0.42,0.31,0.3,0.6,0.19,0.5,0.09
755,0.02,0.13,0.0,0.31,0.69,0.36,0.45,0.5,0.56,0.3,0.05
756,0.05,0.6,0.01,0.5,0.73,0.47,0.55,0.55,0.82,0.07,0.06
757,0.17,0.21,0.04,0.44,0.62,0.46,0.52,0.5,0.42,0.52,0.27
758,0.25,0.21,0.03,0.45,0.61,0.49,0.47,0.49,0.43,0.49,0.21
759,0.4,0.52,0.05,0.69,0.24,0.66,0.77,0.61,0.62,0.32,0.65
760,0.38,0.13,0.01,0.44,0.62,0.41,0.43,0.42,0.37,0.52,0.07
761,0.02,0.11,0.0,0.33,0.52,0.33,0.37,0.45,0.59,0.27,0.05
762,0.43,0.27,0.02,0.49,0.66,0.46,0.34,0.14,0.27,0.42,0.26
763,0.03,0.09,0.01,0.56,0.42,0.77,0.47,0.56,0.38,0.55,0.6
764,0.01,0.4,0.0,0.55,0.69,0.52,0.57,0.68,0.43,0.1,0.06
765,0.09,0.47,0.02,0.56,0.85,0.54,0.6,0.64,0.72,0.05,0.02
766,0.02,0.15,0.0,0.35,0.67,0.33,0.36,0.4,0.54,0.28,0.21
767,0.01,0.3,0.0,0.41,0.72,0.38,0.51,0.58,0.61,0.07,0.04
768,0.07,0.62,0.01,0.26,0.55,0.24,0.28,0.96,0.15,0.08,0.26
769,0.2,0.45,0.05,0.36,0.62,0.34,0.56,0.56,0.65,0.19,0.37
770,0.03,0.25,0.0,0.38,0.61,0.36,0.45,0.63,0.49,0.11,0.08
771,0.14,0.64,0.07,0.34,0.68,0.33,0.34,0.48,0.36,0.12,0.13
772,0.11,0.78,0.02,0.32,0.63,0.29,0.36,0.67,0.66,0.06,0.08
773,0.05,0.62,0.02,0.49,0.75,0.44,0.47,0.46,0.7,0.08,0.05
774,0.08,0.82,0.02,0.5,0.81,0.46,0.56,0.51,0.8,0.04,0.05
775,0.04,0.39,0.01,0.43,0.79,0.47,0.48,0.51,0.62,0.05,0.05
776,0.06,0.38,0.01,0.31,0.63,0.35,0.2,0.31,0.22,0.33,0.33
777,0.05,0.22,0.01,0.37,0.65,0.34,0.43,0.56,0.48,0.19,0.1
778,0.05,0.23,0.0,0.41,0.78,0.38,0.41,0.53,0.34,0.22,0.08
779,0.02,0.47,0.01,0.34,0.78,0.33,0.48,0.72,0.57,0.06,0.17
780,0.06,0.92,0.01,0.66,0.85,0.64,0.63,0.55,0.81,0.03,0.02
781,0.04,0.35,0.0,0.41,0.48,0.4,0.49,0.7,0.31,0.18,0.21
782,0.05,0.68,0.01,0.51,0.8,0.62,0.55,0.44,0.65,0.07,0.02
783,0.13,0.57,0.01,0.55,0.78,0.49,0.61,0.7,0.84,0.06,0.06
784,1.0,0.02,0.03,0.78,0.41,0.72,0.75,0.03,0.61,1.0,0.07
785,0.21,0.53,0.01,0.41,0.36,0.38,0.43,0.56,0.55,0.3,0.31
786,0.03,0.2,0.01,0.58,0.63,0.59,0.52,0.65,0.26,0.3,0.34
787,0.03,0.08,0.01,0.44,0.3,0.64,0.35,0.51,0.39,0.56,0.61
788,0.03,0.0,0.0,0.47,0.17,0.54,0.48,0.27,0.52,0.84,0.25
789,0.28,0.28,0.06,0.39,0.47,0.37,0.45,0.46,0.61,0.31,0.23
790,0.03,0.2,0.0,0.58,0.72,0.55,0.58,0.72,0.48,0.17,0.05
791,0.04,0.39,0.0,0.64,0.8,0.58,0.62,0.77,0.01,0.2,0.34
792,0.02,0.1,0.0,0.34,0.56,0.34,0.39,0.4,0.54,0.5,0.11
793,0.03,0.39,0.0,0.54,0.8,0.53,0.64,0.72,0.56,0.12,0.11
794,0.13,0.67,0.08,0.5,0.71,0.51,0.57,0.56,0.79,0.07,0.17
795,0.99,0.07,0.04,0.81,0.71,0.74,0.81,0.24,0.66,1.0,0.12
796,0.59,0.06,0.0,0.72,0.68,0.68,0.7,0.23,0.73,0.76,0.28
797,0.03,0.09,0.0,0.25,0.64,0.24,0.28,0.13,0.72,0.45,0.03
798,0.28,0.5,0.06,0.76,0.67,0.69,0.75,0.62,0.03,0.22,0.49
799,1.0,0.51,0.19,0.8,0.55,0.76,0.71,0.5,0.37,0.41,0.5
800,0.15,0.28,0.02,0.36,0.78,0.33,0.4,0.45,0.88,0.06,0.09
801,0.11,0.71,0.01,0.49,0.73,0.45,0.76,0.83,0.54,0.06,0.08
802,0.1,0.68,0.01,0.57,0.73,0.53,0.52,0.56,0.26,0.07,0.1
803,0.01,0.33,0.0,0.52,0.76,0.49,0.56,0.72,0.54,0.06,0.06
804,0.05,0.35,0.02,0.34,0.35,0.32,0.46,0.57,0.65,0.33,0.26
805,0.06,0.2,0.0,0.43,0.66,0.42,0.48,0.58,0.54,0.22,0.01
806,0.06,0.23,0.0,0.46,0.77,0.43,0.44,0.3,0.75,0.22,0.06
807,0.04,0.37,0.01,0.24,0.32,0.31,0.26,0.31,0.49,0.25,0.36
808,0.48,0.25,0.09,0.36,0.56,0.33,0.46,0.53,0.65,0.27,0.19
809,0.03,0.29,0.01,0.49,0.64,0.45,0.62,0.66,0.51,0.2,0.11
810,0.15,0.62,0.05,0.35,0.68,0.36,0.41,0.47,0.74,0.08,0.09
811,0.07,0.48,0.01,0.51,0.67,0.47,0.51,0.71,0.66,0.11,0.17
812,0.2,0.65,0.11,0.47,0.54,0.44,0.47,0.69,0.42,0.16,0.22
813,0.06,0.43,0.01,0.64,0.82,0.59,0.68,0.75,0.52,0.06,0.08
814,0.01,0.52,0.0,0.72,0.94,0.69,0.71,0.7,0.69,0.04,0.01
815,0.24,0.29,0.05,0.36,0.5,0.32,0.47,0.43,0.83,0.22,0.2
816,0.03,0.71,0.0,0.63,0.73,0.59,0.59,0.42,0.52,0.13,0.04
817,0.04,0.47,0.01,0.56,0.61,0.55,0.6,0.55,0.65,0.14,0.37
818,0.16,0.63,0.02,0.44,0.66,0.41,0.45,0.63,0.76,0.03,0.03
819,0.03,0.13,0.0,0.35,0.64,0.38,0.42,0.38,0.39,0.5,0.07
820,0.36,0.13,0.01,0.59,0.66,0.56,0.58,0.36,0.64,0.54,0.51
821,0.6,0.81,0.05,0.72,0.68,0.67,0.65,0.72,0.53,0.19,0.14
822,0.02,0.06,0.01,0.4,0.14,0.41,0.4,0.34,0.53,0.65,0.34
823,0.04,0.12,0.0,0.37,0.64,0.34,0.34,0.35,0.61,0.4,0.33
824,0.2,1.0,0.01,0.65,0.91,0.59,0.61,0.38,0.75,0.1,0.03
825,0.05,0.3,0.0,0.16,0.69,0.23,0.27,0.53,0.38,0.16,0.15
826,0.95,0.2,0.02,0.85,0.63,0.78,0.78,0.47,0.47,0.57,0.13
827,0.05,0.21,0.01,0.51,0.47,0.49,0.5,0.6,0.27,0.31,0.22
828,0.09,0.09,0.0,0.36,0.56,0.49,0.34,0.34,0.57,0.45,0.31
829,0.03,0.05,0.0,0.33,0.28,0.33,0.33,0.35,0.67,0.5,0.16
830,0.01,0.04,0.0,0.41,0.54,0.41,0.42,0.38,0.5,0.44,0.62
831,0.17,0.37,0.01,0.33,0.0,0.33,0.59,0.42,0.47,0.62,0.85
832,0.03,0.1,0.0,0.5,0.2,0.49,0.46,0.27,0.64,0.63,0.55
833,0.23,0.11,0.01,0.49,0.6,0.49,0.48,0.49,0.43,0.42,0.13
834,0.3,0.47,0.03,0.2,0.22,0.19,0.18,0.66,0.3,0.27,0.66
835,0.05,0.39,0.0,0.45,0.76,0.41,0.49,0.68,0.69,0.12,0.06
836,0.03,0.46,0.01,0.58,0.71,0.53,0.58,0.66,0.63,0.06,0.03
837,0.16,0.33,0.39,0.27,0.0,0.32,0.37,0.5,0.57,0.44,1.0
838,0.08,0.53,0.0,0.36,0.81,0.37,0.39,0.63,0.54,0.05,0.06
839,0.07,0.1,0.0,0.38,0.25,0.37,0.36,0.42,0.55,0.56,0.51
840,0.05,0.14,0.0,0.35,0.52,0.35,0.41,0.43,0.46,0.38,0.19
841,0.05,0.53,0.01,0.49,0.62,0.46,0.55,0.79,0.37,0.13,0.05
842,0.06,0.54,0.0,0.63,0.77,0.8,0.7,0.43,0.67,0.11,0.01
843,0.04,0.52,0.01,0.58,0.8,0.66,0.62,0.54,0.67,0.04,0.01
844,0.29,0.38,0.03,0.27,0.33,0.24,0.26,0.58,0.38,0.24,0.25
845,0.04,0.12,0.01,0.33,0.57,0.36,0.43,0.28,0.78,0.4,0.12
846,0.02,0.26,0.0,0.58,0.76,0.55,0.63,0.64,0.39,0.22,0.06
847,0.05,0.1,0.01,0.3,0.47,0.45,0.32,0.24,0.49,0.54,0.13
848,0.04,0.26,0.0,0.31,0.59,0.28,0.43,0.42,0.79,0.14,0.1
849,0.02,0.1,0.0,0.29,0.4,0.43,0.35,0.26,0.49,0.55,0.06
850,0.33,0.46,0.06,0.85,0.53,0.78,0.84,0.5,0.36,0.31,0.57
851,0.1,0.16,0.0,0.18,0.42,0.4,0.31,0.29,0.09,0.91,0.08
852,0.03,0.1,0.0,0.26,0.55,0.27,0.26,0.13,0.68,0.57,0.49
853,0.67,0.58,0.04,0.85,0.51,0.79,0.74,0.56,0.4,0.44,0.54
854,0.06,0.45,0.01,0.54,0.78,0.51,0.68,0.71,0.34,0.03,0.05
855,0.0,0.16,0.0,0.28,0.67,0.34,0.35,0.41,0.49,0.39,0.03
856,0.08,0.97,0.01,0.59,0.81,0.54,0.6,0.63,0.72,0.05,0.08
857,0.27,0.15,0.02,0.5,0.59,0.49,0.47,0.31,0.51,0.57,0.34
858,0.06,0.16,0.03,0.32,0.42,0.3,0.4,0.27,0.74,0.49,0.3
859,0.04,0.83,0.01,0.44,0.87,0.41,0.47,0.62,0.57,0.02,0.02
860,0.22,0.64,0.03,0.55,0.84,0.51,0.63,0.61,0.84,0.07,0.06
861,0.11,0.94,0.06,0.62,0.8,0.56,0.6,0.73,0.37,0.04,0.09
862,0.12,0.4,0.01,0.53,0.7,0.5,0.51,0.46,0.2,0.2,0.17
863,0.28,0.47,0.04,0.42,0.54,0.39,0.47,0.44,0.83,0.14,0.22
864,0.02,0.5,0.0,0.53,0.49,0.58,0.55,0.58,0.56,0.16,0.19
865,0.67,0.63,0.14,0.46,0.35,0.43,0.62,0.63,0.31,0.36,1.0
866,0.01,0.14,0.0,0.46,0.63,0.45,0.45,0.47,0.4,0.43,0.38
867,0.04,0.52,0.0,0.55,0.82,0.5,0.61,0.81,0.53,0.05,0.03
868,0.03,0.24,0.01,0.42,0.63,0.39,0.48,0.59,0.58,0.21,0.08
869,0.09,0.51,0.01,0.55,0.91,0.51,0.57,0.61,0.89,0.05,0.03
870,0.03,0.22,0.0,0.47,0.66,0.44,0.45,0.41,0.81,0.17,0.22
871,0.02,0.38,0.01,0.53,0.71,0.49,0.61,0.65,0.56,0.07,0.04
872,0.05,0.1,0.01,0.37,0.39,0.37,0.4,0.25,0.64,0.58,0.51
873,0.06,0.29,0.0,0.47,0.76,0.46,0.68,0.78,0.51,0.12,0.06
874,0.08,0.3,0.01,0.27,0.74,0.24,0.38,0.35,0.86,0.13,0.04
875,0.22,0.37,0.02,0.14,0.4,0.14,0.04,0.0,0.27,0.37,0.38
876,0.01,0.03,0.0,0.4,0.33,0.45,0.32,0.28,0.59,0.67,0.63
877,0.05,0.58,0.01,0.58,0.76,0.54,0.6,0.68,0.42,0.08,0.13
878,0.06,0.5,0.01,0.44,0.77,0.41,0.47,0.68,0.69,0.07,0.06
879,0.04,0.21,0.0,0.47,0.77,0.43,0.47,0.45,0.73,0.19,0.14
880,0.06,0.52,0.02,0.54,0.85,0.52,0.56,0.54,0.84,0.07,0.03
881,0.05,0.19,0.0,0.36,0.44,0.33,0.47,0.45,0.57,0.34,0.2
882,0.09,0.13,0.14,0.43,0.02,0.43,0.46,0.26,0.59,0.85,0.84
883,0.37,0.72,0.16,0.79,0.62,0.72,0.78,0.59,0.5,0.19,0.26
884,0.13,0.38,0.0,0.51,0.53,0.46,0.52,0.81,0.36,0.21,0.15
885,0.51,0.48,0.04,0.37,0.62,0.33,0.41,0.5,0.68,0.18,0.12
886,0.59,0.69,1.0,0.73,0.62,0.69,0.69,0.65,0.44,0.24,0.27
887,0.03,0.08,0.0,0.44,0.3,0.46,0.45,0.39,0.6,0.58,0.69
888,0.01,0.21,0.0,0.44,0.82,0.52,0.49,0.58,0.59,0.28,0.04
889,1.0,0.24,0.04,0.77,0.41,0.72,0.63,0.24,0.47,0.72,0.51
890,0.41,0.3,0.02,0.49,0.8,0.57,0.56,0.48,0.62,0.14,0.05
891,0.27,0.54,0.03,0.43,0.6,0.39,0.56,0.56,0.77,0.12,0.2
892,0.02,0.55,0.02,0.44,0.66,0.41,0.55,0.64,0.76,0.1,0.18
893,0.03,0.14,0.0,0.3,0.7,0.31,0.37,0.51,0.61,0.25,0.45
894,0.04,0.14,0.0,0.36,0.66,0.43,0.4,0.41,0.52,0.31,0.01
895,0.04,0.68,0.01,0.55,0.77,0.51,0.5,0.43,0.62,0.1,0.03
896,0.34,0.77,0.14,0.4,0.56,0.39,0.45,0.69,0.42,0.15,0.2
897,0.02,0.01,0.0,0.41,0.05,0.4,0.32,0.16,0.72,1.0,0.31
898,1.0,0.47,0.07,1.0,0.73,1.0,1.0,0.49,0.55,0.46,0.47
899,0.31,0.85,0.07,0.23,0.69,0.2,0.48,0.48,0.56,0.16,0.45
900,0.12,0.45,0.02,0.49,0.55,0.46,0.51,0.57,0.27,0.17,0.22
901,0.1,0.28,0.0,0.69,0.76,0.64,0.64,0.64,0.32,0.18,0.27
902,0.03,0.06,0.0,0.3,0.43,0.34,0.29,0.22,0.43,0.78,0.15
